cluster,roa_trend,roa_trend_r2,roa_volatility,roe_trend,roe_trend_r2,roe_volatility,ebit_margin_trend,ebit_margin_trend_r2,ebit_margin_volatility,revt_trend,revt_trend_r2,revt_volatility,revt_cagr,debt_to_equity_trend,debt_to_equity_trend_r2,debt_to_equity_volatility,fcf_trend,fcf_trend_r2,fcf_volatility,cluster_name
0,3.227393091542416,0.6375332655001813,11.074963614640122,-50.13216198060557,0.2876771263321988,477.30907109252064,-15.762541178972882,0.39565864322465977,111.40463630334999,583.3505552875696,0.8290406645259222,1991.327090703783,24.343962441829113,-4.113037508155094,0.308080756421614,25.492188176794027,166.7499757936508,0.47513490763414107,977.540124806134,Growing
1,-0.46515067860895526,0.6169468685792389,2.76458833296396,-2.5974152628573477,0.4734280653395092,15.069138918526232,15.32472062685586,0.5884313998461805,44.51733172278284,46.93938223589278,0.6029766063331798,1648.6757050344886,4.787986327691493,0.02533063289471621,0.40862943203550844,0.7080479222094892,13.342310864824398,0.31728613238121384,222.55061722835487,Growing
2,-0.11022340467579109,0.15600189784641255,3.2808459815948097,0.49393815810702,0.10399014386383484,19.632421361494604,0.007793503280784653,0.1588839238949464,4.216931897237354,426.58535516606406,0.5175294444849767,3265.633366890852,4.439122038633384,0.04018847358952995,0.31615849300989174,0.7060526680885202,54.34577056197771,0.26676460743338,671.221463674478,Growing
3,0.08948969811744391,0.257732777833891,1.1089537695255967,0.0701865571460606,0.06768708764374068,3.6344573966173006,0.33656598388504433,0.5131237118154569,2.434577819794116,8105.039393939394,0.8529121046220515,27932.727261349995,5.762382319692505,0.01754136751391987,0.33450742229527425,0.2918664780976717,1665.7969696969697,0.46789527231183836,8328.799105285134,Growing
4,0.4451246533098013,0.9211187310988426,1.6132228689557409,-121.33209341493641,0.06498702733292837,1655.5140975808793,0.8104904438494789,0.7392075753636814,3.2789532340686405,61.52061224489796,0.6729537350414165,260.8546442601679,6.773296615536628,-24.673713079843104,0.08044419209953999,302.5921738645716,22.7865306122449,0.6663658021326136,97.0939979836264,Declining (Volatile)
