gvkey,company_name,years_available,roa_trend,roa_trend_r2,roa_volatility,roe_trend,roe_trend_r2,roe_volatility,ebit_margin_trend,ebit_margin_trend_r2,ebit_margin_volatility,revt_trend,revt_trend_r2,revt_volatility,revt_cagr,debt_to_equity_trend,debt_to_equity_trend_r2,debt_to_equity_volatility,cluster,cluster_name
214759,HEIDELBERGER DRUCKMASCHINEN,12,-0.11931265478385034,0.061301601434197675,1.6635198780818377,0.6516020899782956,0.0020245210303735323,49.991793539038056,-0.10571882277779014,0.057408384385266825,1.5231478145937116,-17.231793706293693,0.12405525741447668,168.88858433025123,-0.5132466537298819,-0.17644394618293588,0.638469821957225,0.7622790264463757,3,Growing
216524,ENBW ENERGIE BADEN,11,0.5360248860854715,0.3785240173930115,2.7551054941503157,5.008379504867177,0.11672565276258512,46.35686670731816,0.9007487912192431,0.34690540748176457,4.836132077681602,2668.6018181818176,0.5051905947970615,11872.881937834305,5.18167856347973,-0.11361024967402167,0.14022682028814357,0.959404985907236,0,Growing
218000,JENOPTIK AG,11,-0.017698382597963393,0.0013249483160829262,1.537567216498217,-0.3517575874763533,0.20842888080922123,2.4364893968856007,0.4407378857090055,0.7604788523854166,1.5982209276385975,45.849636363636364,0.8202155557987849,160.0928347786717,6.575469028870784,0.028890056649850653,0.34251147176486274,0.15610285012342226,3,Growing
220295,ELRINGKLINGER AG,11,-0.7067721228011384,0.6742063849059816,2.7219677838786738,-2.5441567390617603,0.6266399665985186,10.163301711433084,-0.8535960562738824,0.7021783634218506,3.221281499267172,37.91884545454545,0.6200430827834476,152.28045722605117,3.122618759436069,0.0046671922870923045,0.021955709863165602,0.09960518639504437,1,Growing
220301,MERCK KGAA,11,0.2786517320756374,0.38023810431164645,1.4290055939949222,0.04844080520098303,0.002162296192311033,3.2942288155025676,0.48009625781099513,0.36475132640648655,2.5137951319353737,1035.5563636363636,0.9237310564652931,3407.2262206731994,6.2846509783476945,-0.025990304827163264,0.30254286549125586,0.14942315950289126,3,Growing
220303,AURUBIS AG,11,0.2859327553053923,0.06510734362771393,3.5436344978865946,0.5238737575587227,0.11384886795548596,4.909782861151627,0.14212468402637574,0.09582139537714494,1.4519052202305553,849.1473999999998,0.719363051470998,3165.986221399531,4.242675624576964,-0.014520584317332908,0.526338239938119,0.06329240975801607,3,Growing
220307,PFALZWERKE AG,11,-0.07745550362245222,0.03075959522047472,1.3965676378133292,0.3607986239466655,0.04156325233704814,5.596417559391391,-0.03382912737714257,0.007619845070686371,1.225512441767449,34.54193636363637,0.3041164696476165,198.07365226868978,1.2538322785128786,-0.02173204403788105,0.17485733980970702,0.16434581254399383,3,Growing
221244,ADIDAS AG,11,-0.6670031971329508,0.2454458209630325,4.25745527728072,-0.8723561161327835,0.094552242454708,8.971351930735883,-0.4227210971496479,0.1864242996914177,3.096012197051385,649.2181818181818,0.5925597016611504,2667.0098370786673,5.003833801553181,0.08734234290673008,0.7674267402347825,0.31528722463135306,3,Growing
221614,DEUTSCHE BAHN AG,11,-0.38680008908863217,0.31946989334603904,2.16407145753886,-2.25310111369618,0.09119916651063428,23.593112991801913,-0.6138444855094198,0.32978912341762556,3.3801828545669914,30.4,0.0001982273714374829,6827.972645396362,-4.076408381482732,0.13941800405606022,0.3403636220673618,0.7556962944094434,3,Growing
221616,DEUTSCHE TELEKOM,11,0.1997966084309837,0.3032959421310017,1.1472414027601525,0.3315887760773951,0.11792272352278449,3.053522125648733,0.9083638954089496,0.7156791433631443,3.3954761441662975,6187.3,0.9318484713631499,20268.822775243134,6.570356105505981,0.10848021780064185,0.34908139299261504,0.5806135919814464,0,Growing
