gvkey,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,conm,roa_trend,cluster,cluster_name
104357,20.669590702413874,-101.7000007610524,32.62127879492617,80.51053755595584,32.29489196440107,0.13032650676890445,-4.926463313469866,,KABEL DEUTSCHLAND HOLDING AG,0.48104554114919346,0,Strong Performers
103200,16.704980842911876,15.919873484449129,12.368794326241135,36.9645390070922,8.709219858156029,2.2155172413793105,0.027411702688455455,1.3758566157090142,FUCHS SE,-0.8044010982653264,0,Strong Performers
358679,13.093188579938971,18.937735796540007,19.730516742922042,40.49646271880103,8.384887121496284,1.3516143106457241,0.1023195674121907,1.8247191949453827,SCHOTT PHARMA AG & CO KGAA,-0.591496557288598,0,Strong Performers
317079,12.293744779837617,11.31745623931815,43.27239562634384,75.7247816738508,43.500996946321145,0.45427407687345156,0.029178907742317444,1.4469321444130427,SCOUT24 SE,0.8312858632112388,0,Strong Performers
214700,11.412562801021007,31.478027629657074,16.00324297433654,52.5675644197092,11.938199276381898,0.8612749327902864,1.1019469817233194,4.814072023892145,STADA ARZNEIMITTEL AG,0.2313476955203697,0,Strong Performers
205934,11.354129263913823,19.983883964544724,15.16424889102026,30.610678176078014,13.067977460736122,0.7117007394519357,0.284716626376578,2.244157937147462,FREENET AG,-0.21041472686603363,0,Strong Performers
103487,10.984592968349478,6.875000000000001,23.82373595505618,76.9311797752809,12.941830524344569,1.1217044918496777,0.14788732394366197,1.631205985915493,SAP SE,-0.34827578780375784,0,Strong Performers
326577,10.676537089324666,18.82575419160785,18.58815592442331,61.8698978075796,13.65531465037034,1.8154504993652785,1.4719467524345573,3.4413356893031684,DERMAPHARM HOLDING,-1.0308591948829207,0,Strong Performers
354519,10.6712500233527,15.588248057978562,14.250430357009206,33.60277424344485,10.425866327370706,1.414487903506937,0.3107234301089268,2.322918022826889,DR ING  H C F PORSCHE AG,0.4610142394229677,0,Strong Performers
204820,10.599350681969668,16.917223407934994,11.090111990728388,79.87793028272404,14.591876034620135,0.6443911403378236,0.5195994799422998,2.634707289594064,FIELMANN GROUP AG,-2.24750460233874,0,Strong Performers
100083,10.42195065713627,10.761061946902654,13.766497461928934,61.6751269035533,8.060913705583756,1.7426948051948052,0.0,1.535221238938053,BEIERSDORF AG,-0.5141279617984581,0,Strong Performers
132740,10.346031635182792,10.337417968523143,19.81277164827817,54.79772651287195,2.3269809428284853,1.9030314807617568,0.26685637958069575,1.663220860677159,INFINEON TECHNOLOGIES AG,0.2870969951901389,0,Strong Performers
234919,10.285252060344996,31.04969341462203,14.894720782288836,29.148085206077525,12.965382138084774,0.963440304797599,0.09418407976185954,3.960516360470789,CTS EVENTIM AG & CO KGAA,-0.6272602618112316,0,Strong Performers
210359,10.186036301773932,22.955031030623665,16.764324019192774,40.317245272368055,-1.3355913068021446,1.2224958949096882,0.669371248346729,3.7078543086784004,EWE-ENERGIEVERSORGUNG WESER,0.13089763562477957,0,Strong Performers
100312,9.899609592861127,19.85185185185185,14.562608963183262,51.881858270946566,10.132294123679623,1.2136537894426422,0.46197530864197534,3.541728395061728,RHEINMETALL AG,0.5783965084088859,0,Strong Performers
295079,9.636367415804298,28.098174006444683,13.589086792769933,57.973188928695485,17.53712183799328,0.49665138573211315,3.085258861439313,6.200708915145005,STROEER SE & CO KGAA,0.35148593194559535,0,Strong Performers
102250,9.53941932957754,14.959508665902344,8.37686939228746,70.28088506410788,12.929692950350665,1.5385203104977778,0.7059486801422873,2.650662381602442,HUGO BOSS AG,-2.0756674726259097,0,Strong Performers
102926,9.463867146995709,8.740386542627023,15.106153541513084,69.20539320588705,7.063045589122931,2.972824669346672,0.26649374879412263,1.6710391494139045,KWS SAAT SE & CO KGAA,-0.05421685983395518,0,Strong Performers
100368,9.322556660834046,16.42752611759716,10.371424213625312,39.356570085293065,8.723750393987308,1.0595436337925495,0.0514240542234365,2.4887746214645166,GEA GROUP AG,0.3449355390204477,0,Strong Performers
101937,9.317683459113244,12.006314886266532,10.603255679772431,51.98970384003828,6.0304099007731065,1.7026958942168635,0.02767517927049115,1.7923590157963738,DMG MORI AG,0.00159940605292435,0,Strong Performers
101942,8.55757507017892,9.235229155162894,13.98128416566293,53.631983693134444,11.553784860557768,1.2136648696226207,0.12157187557518866,1.6228142830848518,HENKEL AG & CO KGAA,-0.5473890250484145,0,Strong Performers
281772,8.517548002884906,12.012117010534565,14.185438749484097,45.20224314711195,13.353791417567585,1.6134851163824717,0.4141274697451509,2.091015226641348,SYMRISE AG,-0.0907094473532792,0,Strong Performers
101390,8.480072526936084,10.810068649885583,8.195726898968795,54.18548224034508,4.5022578688414105,1.9715157680569684,0.034324942791762014,2.6250800915331807,KSB SE & CO KGAA,0.49095135967911474,0,Strong Performers
328745,8.414811732889536,14.614121510673234,10.117558779389695,50.96298149074537,10.18009004502251,1.6347721098702084,0.7257799671592775,3.1573070607553366,KNORR-BREMSE AKTIE,-1.5942353292564566,0,Strong Performers
102175,8.364843290479792,9.95862361636666,6.774259402077757,51.583269065009304,4.897246291339654,1.4995994287505658,0.48321957774870045,2.5252325211302473,PUMA SE,0.4544062830161389,0,Strong Performers
242158,8.310987378093564,18.0683413949134,23.606461941493233,46.51433561344783,35.22534323000048,1.6778509146862712,0.7156082592188069,3.0451448483902843,WIRECARD AG,0.4743069988058551,0,Strong Performers
205865,8.095577746077034,3.8694992412746583,11.587544665645739,42.700357325165896,25.370086778968865,0.8961424332344213,1.507587253414264,4.254931714719271,PROSIEBENSAT.1 MEDIA SE,-1.1919391867484306,0,Strong Performers
