gsubind,xsga,ebit,rect,gvkey,emp,act,dltt,dvt,sic,ceq,fyear,isin,che,naics,xrd,seq,cogs,revt,lct,ib,ggroup,lt,conm,ppent,capx,ivst,gsector,fincf,dlc,dp,invt,loc,xint,oibdp,at,datadate,gind,ebitda,sale,oancf,ivch,roa,roe,ebit_margin,ebitda_margin,net_profit_margin,operating_margin,gross_margin,roc,current_ratio,quick_ratio,cash_ratio,cash_ratio_enhanced,working_capital_ratio,debt_to_equity,total_debt_to_equity,equity_ratio,debt_ratio,interest_coverage,net_debt_to_ebitda,debt_to_assets,asset_turnover,revenue_per_employee,receivables_turnover,days_sales_outstanding,capital_intensity,working_capital_turnover,inventory_turnover,asset_quality,capex_to_revenue,capex_to_depreciation,fcf,fcf_margin,reinvestment_rate,cash_conversion,financial_leverage,rnd_intensity,dividend_payout_ratio,retention_ratio,revenue_growth,asset_growth,employee_growth,fcf_growth,capex_growth,margin_trend,leverage_trend,capex_trend,fcf_trend,margin_volatility,leverage_volatility,cf_to_assets,cashflow_volatility,margin_consistency,growth_quality,ebit_outlier,ebitda_outlier,roa_outlier,roe_outlier,ebit_margin_outlier,ebitda_margin_outlier,net_profit_margin_outlier,operating_margin_outlier,gross_margin_outlier,roc_outlier,current_ratio_outlier,quick_ratio_outlier,cash_ratio_outlier,cash_ratio_enhanced_outlier,working_capital_ratio_outlier,debt_to_equity_outlier,total_debt_to_equity_outlier,equity_ratio_outlier,debt_ratio_outlier,interest_coverage_outlier,net_debt_to_ebitda_outlier,debt_to_assets_outlier,asset_turnover_outlier,revenue_per_employee_outlier,receivables_turnover_outlier,days_sales_outstanding_outlier,capital_intensity_outlier,working_capital_turnover_outlier,inventory_turnover_outlier,asset_quality_outlier,capex_to_revenue_outlier,capex_to_depreciation_outlier,fcf_outlier,fcf_margin_outlier,reinvestment_rate_outlier,cash_conversion_outlier,financial_leverage_outlier,rnd_intensity_outlier,dividend_payout_ratio_outlier,retention_ratio_outlier,revenue_growth_outlier,asset_growth_outlier,employee_growth_outlier,fcf_growth_outlier,capex_growth_outlier,margin_trend_outlier,leverage_trend_outlier,capex_trend_outlier,fcf_trend_outlier,margin_volatility_outlier,leverage_volatility_outlier,cashflow_volatility_outlier,margin_consistency_outlier,growth_quality_outlier,years_available,latest_year,PC1,PC2,PC3,PC4,PC5,PC6,cluster,cluster_name,proximity_score,profitability_score,liquidity_score,leverage_score,efficiency_score,relative_score,overall_score
20305030.0,25.815,34.362,355.237,210326,12.398499999999999,514.068,626.0,1.92,4400.0,23.821,2024.0,DE0005261606,134.96,488320.0,84.1,23.821,963.834,1220.664,373.079,3.599,2030.0,1051.383,BLG-BREMER LAGERHAUS-GESELLS,510.229,38.921,0.0,20.0,-90.467,132.628,78.213,15.628,DEU,28.88,112.575,1408.04,2024-12-31,203050.0,112.575,1220.664,169.001,7.984,2.4404136246129373,15.108517694471265,2.815025264937772,9.222439590255796,0.2948395299607427,9.222439590255796,21.04018796327245,5.287917749657214,1.3779065559841213,1.336017304645933,0.3617464397620879,0.3617464397620879,10.013138831283202,26.279333361319843,31.8470257335964,1.6917843243089685,74.6699667623079,1.189819944598338,5.540022207417277,53.87829891196273,0.8669242351069572,98.45255474452556,3.4361961169585373,106.22210944207416,41.79929939770485,8.657866925788538,61.67353468134118,34.81413880287492,3.1885105155882374,0.4976282715149656,130.08,10.656495153457463,23.030041242359513,491.82527210290436,59.10918937072331,6.889692822922605,53.348152264517914,46.651847735482086,0.8784043436760092,6.882814824711092,7.93505702098023,179.41745070241012,-5.828695862569555,0.31921122031500315,3.1751302952972766,0.1774761505445499,0.6248856926695983,1.7478538852135697,13.55182879245385,12.00257094968893,2.7659994441819786,0.36689241515717624,-0.17306251416101223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,11,True,-2.696653080001522,-1.1359403469471707,4.239061773323155,1.1322878132656422,-4.933140606760636,1.286336788465288,3,Low Performers,17.08410421521546,18.068218304226612,80.88718755541842,82.85647345256719,71.29972844247827,54.242640687119284,29.427891958559968
50201030.0,24.393,-77.675,59.704,104364,1.393,150.013,1686.604,88.2,4841.0,70.747,2024.0,DE000TCAG172,57.811,516210.0,84.1,70.747,264.388,454.165,241.261,-215.678,5020.0,2066.292,TELE COLUMBUS AG,861.527,146.314,0.0,50.0,62.429,41.977,182.645,24.373,DEU,160.295,104.97,2145.912,2024-12-31,502010.0,104.97,454.165,182.96,,-3.619673127323022,-304.8581565296055,-17.10281505620204,23.112745367872908,-47.48890821617694,23.112745367872908,41.78591481069656,-4.420004882348489,0.6217871931228006,0.5207638200952496,0.23962016239674047,0.23962016239674047,-4.252178094907899,23.839936675760104,24.433276322670928,3.296826710508167,96.28968941876461,-0.48457531426432515,15.916642850338194,80.55227800580826,0.21164194990288515,326.0337401292175,7.60694425834115,47.982473330177356,189.69471447601643,,10.847577237106632,5.476226424941936,32.2160448295223,0.8010840701908072,36.646000000000015,8.068873647242745,79.9704853519895,,30.332197831710175,18.517499146785855,,,-5.23797700247669,6.968117109469341,-88.76476993184659,1550.7207207207223,13.93130514004499,-3.429749501525803,1.586904963150663,0.9498068934485586,0.2675789831591298,13.429030033806509,7.719910816431554,8.525978698101323,2.3736240840877216,0.7175103964694044,-0.5226286991132053,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False,False,False,11,True,-7.344067442451208,-0.8835410337628862,6.427411208224118,1.8508355364102167,-1.1770749049416398,1.4155413163961728,3,Low Performers,17.084104215215483,18.068218304226612,80.88718755541842,82.8564734525664,71.29972844247828,45.757359312880716,29.427891958559897
