gvkey,company_name,years_available,roa_trend,roa_trend_r2,roa_volatility,roe_trend,roe_trend_r2,roe_volatility,ebit_margin_trend,ebit_margin_trend_r2,ebit_margin_volatility,revt_trend,revt_trend_r2,revt_volatility,revt_cagr,debt_to_equity_trend,debt_to_equity_trend_r2,debt_to_equity_volatility,fcf_trend,fcf_trend_r2,fcf_volatility,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cluster,cluster_name,proximity_score,trends_score,relative_score,overall_score
100312,RHEINMETALL AG,11,0.5783965084088859,0.7175370644572374,2.1592528069765526,1.1620389357177765,0.32815794115655794,6.414742398592563,1.0327341372410506,0.8918064260790117,3.4582249060277586,317.83636363636367,0.6255426776159074,1270.7938691429226,7.598484724871546,-0.009712289647486825,0.043351069805412853,0.14751008597108753,60.39090909090909,0.37170725005807737,313.2355541708096,-0.40924733755361087,-0.6871811055633241,1.6950194461940435,-0.26732604381146724,-0.3237572333167216,0.5360450872035205,-1.647873433447322,-0.19858066448566172,0.18644600166638323,-0.714824370167289,0,Growing,33.89450807210166,99.4209064452775,52.25794539077466,13.557803228840664
101390,KSB SE & CO KGAA,11,0.49095135967911474,0.6693411049499705,1.897643901016072,0.9089021466721219,0.3375409282403176,4.9471366766516445,0.4410495948978004,0.635168979838396,1.7500190953048023,66.11860909090912,0.6611164574392494,257.14893188835595,3.1047074705184308,-0.016148784720528896,0.6537568565391048,0.06315848684764931,7.9535,0.12771531561191266,70.3779795860294,-0.11867789178191465,-1.1600298463852403,1.1593200300379303,-0.20037020039263095,-0.27557476861971597,0.0005758934832995943,0.14587674843348933,-0.3806622969018275,-1.2496660537863937,-0.3703697945997413,0,Growing,36.48616075213521,92.23912136760485,50.2103214811919,14.594464300854085
313972,TELEFONICA DEUTSCHLAND,11,0.4534819410585637,0.8151594004406132,1.5883226396456596,1.2692428672351024,0.8170860015160922,4.440285001814141,0.927919209194586,0.8723950224718997,3.1416194411796874,191.55454545454546,0.5878548827274721,790.0551293663099,4.39780277612829,0.06450120677513548,0.7177305339289933,0.24076154900472568,63.763636363636365,0.7891074857123611,226.989095744216,-0.5979611915456572,-1.4288135195009386,3.2600823095310605,0.05794562901322945,-0.47060286004701757,-0.9003658914731284,0.38856721174468617,-1.277123533689817,0.7091349893421642,0.04741304015272038,0,Growing,18.638254961045988,99.90152394382105,55.1330015811873,7.455301984418395
100737,VOLKSWAGEN AG,11,0.1759738510613116,0.40197492609232893,0.8777051696596321,0.1936288876674181,0.02709842207470783,3.719616359472993,0.42298112486831807,0.6087469152289839,1.7143622738765163,11444.763636363637,0.8164301856440268,40054.12982308188,4.835615451471287,-0.0014811092179576406,0.003270337588635249,0.08190129934863843,1683.2545454545457,0.22947784958896217,11111.671922311732,2.385779361158668,10.808224345039033,3.6097765252969882,0.3503386963179074,-2.1394240584680237,-0.6229104859076939,-1.281866966468397,1.8660705944813771,-1.4131687977921013,-0.5399338235247327,0,Growing,0.18754154268636739,9.880003077211086,59.31134533706134,0.07501661707454696
324977,METRO AG,11,-0.3112482730414712,0.6531190960010653,1.2178975574419497,-1.422246879880825,0.1578353886036702,11.320687385347028,-0.14996869248568365,0.6741386588581022,0.5775984095389967,-1058.7636363636364,0.4811238790243343,4826.925109894385,-2.2529324272819395,-0.14178946621592964,0.14685402612196785,1.1700408880184576,15.918181818181818,0.06840930348374154,192.45795934619716,-0.07137423705670233,-0.9413733474356879,0.1251842553689183,0.08487573216992027,-1.3799835500840574,0.6806195733082766,-1.0812370353477143,-0.15590109139343003,-0.5322079584744075,-0.7497773789443734,0,Growing,32.28953205167752,93.29557856256001,46.5797516242827,12.915812820671007
100004,ALTANA AG,11,-0.4294549207168277,0.7007472582499219,1.6223213352994572,-0.5452305191279143,0.5225549415582613,2.385141658824102,-0.6327483285192008,0.7372969057825468,2.33028908492473,112.35146363636363,0.8245511120904775,391.2640478104163,4.962984628067524,-0.004314428789918088,0.04802237947000939,0.06225890350962744,-6.00260909090909,0.058063456261246434,78.77503769868822,-0.2736595830470548,-1.2506666771896953,1.408159424118949,-0.4926434617579051,-0.9797993826431721,0.6533946165285495,-1.1332549702174444,1.1047228984709228,-0.23628210828441043,-0.0021466363451114346,0,Growing,49.52092431813874,90.41670961709077,48.95615694221188,19.808369727255496
295421,EVONIK INDUSTRIES AG,11,-0.4331087574281221,0.5877928288171036,1.786425147115358,-1.1903385759514047,0.5917471046481592,4.893306703751752,-0.5681103448253229,0.6121628501700321,2.2961444835108265,306.8636363636364,0.3342305161829696,1678.5039875924144,1.6120373324505888,0.013326028371808202,0.13226551677762396,0.1158717102167621,39.58181818181818,0.19642204308261318,282.4233677967989,-0.006625595153330139,-0.9184821524761669,0.9261188660138574,0.021250090074792505,-1.3525303385783793,0.6314136015961284,-0.7928316486440878,-0.02004793189350858,0.21427053756980272,0.6355040958641935,0,Growing,51.77728237941347,96.50630716626611,47.81289693645891,20.71091295176539
319665,ALLANE SE,11,-0.5019966193768127,0.9017074241762841,1.671737058049805,-8.75597329758977,0.39238732576010354,44.20251120619222,-0.8366671539152435,0.8326079153159311,2.899562350844524,5.636345454545452,0.0626283477347839,71.22166565329505,2.6457089742244255,-0.06355223808152899,0.008618809004286677,2.164747372074472,0.0,0.0,2.842170943040401e-14,-0.4071378085988134,-1.2978307344599362,0.9482258927506684,0.17480816988154824,-1.988761691964969,1.6021023645844017,-1.5859757316234977,-0.5090137519561261,-0.4960085207961409,0.15741220041853585,0,Growing,27.66616241870013,91.19608531482754,48.0437718038751,11.066464967480051
100083,BEIERSDORF AG,11,-0.5141279617984581,0.7410026651051637,1.8886928639604164,-0.6823819037512364,0.7678657660515293,2.4625488150890216,-0.15217338384611181,0.2707791238919422,0.924764412760078,326.76363636363635,0.8449818090711269,1124.1131821489294,4.595522763056659,0.0,0.0,0.005544862366089686,11.918181818181818,0.031801371066971354,211.3426187008641,-0.13132007155713976,-1.1092800650419499,1.0618438336233444,-0.6141939115852516,-0.8963000040291845,0.6454106121007943,-0.7609584369154551,1.7070492134043358,0.22698614341136245,1.209017229721806,0,Growing,33.64946026212587,92.76350374596409,48.41892927040483,13.45978410485035
213034,GRAMMER AG,11,-0.5374664283495462,0.3978342586011958,2.6946369011698192,-3.4429085568095323,0.5481767764358131,14.705004837831858,-0.3147518253336986,0.29817556910730064,1.822771497590911,70.62177272727274,0.6817354742023467,270.47720397655553,3.473071830262109,0.07565873681573036,0.25611230736114476,0.47276341566520097,-2.2409090909090907,0.04240609855026965,34.412013080193454,0.11549118041678583,-0.9816664252643963,0.1189834410155159,-0.3705577191859869,-0.5508542478055234,0.30048296262148366,-0.04453415820286668,0.9279742430468794,-0.1632000590751082,0.882255961848611,0,Growing,40.59131034981501,90.9043440518861,46.98757172219972,16.236524139926004
