xsga,cogs,seq,act,ggroup,ib,rect,ebitda,oibdp,ppent,datadate,gsector,ceq,isin,conm,dlc,gind,dltt,ebit,sic,che,emp,revt,loc,invt,gsubind,oancf,at,gvkey,fyear,lt,sale,dp,lct,naics,roa,roe,ebit_margin,ebitda_margin,net_profit_margin,current_ratio,quick_ratio,cash_ratio,debt_to_equity,total_debt_to_equity,equity_ratio,debt_ratio,asset_turnover,revenue_per_employee,receivables_turnover,days_sales_outstanding,revenue_growth,asset_growth,employee_growth,roa_outlier,roe_outlier,ebit_margin_outlier,ebitda_margin_outlier,net_profit_margin_outlier,current_ratio_outlier,quick_ratio_outlier,cash_ratio_outlier,debt_to_equity_outlier,total_debt_to_equity_outlier,equity_ratio_outlier,debt_ratio_outlier,asset_turnover_outlier,receivables_turnover_outlier,revenue_growth_outlier,asset_growth_outlier,employee_growth_outlier,years_available,latest_year,cluster,cluster_name
19.5,14028.7,20653.8,11025.8,2030.0,2385.5,2599.0,4596.3,4596.3,16425.6,2024-12-31,20.0,20653.8,DE000HLAG475,HAPAG-LLOYD AG,1521.6,203030.0,5086.7,2524.6,4412.0,7512.7,14.608,19111.8,DEU,630.6,20303010.0,4364.9,33617.1,100431,2024.0,12893.9,19111.8,2071.7,7162.0,483111.0,7.509868489548474,11.54993270003583,13.209640117623668,24.04954007471824,12.481817515880241,1.539486177045518,1.451438145769338,1.0489667690589222,0.2462839767984584,0.3199556498077835,61.43837511266588,38.35518233280087,0.568514238289442,1308.3105147864183,7.353520584840323,49.63608869912829,6.59416046180874,15.87148943210488,-10.35286897821418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,Upper-Mid
158.711,783.756,440.914,871.984,2010.0,53.323,301.796,191.585,191.585,298.561,2024-12-31,20.0,440.914,DE000RENK730,RENK GROUP AG,6.386,201060.0,527.164,114.552,3790.0,165.524,3.674,1140.504,DEU,391.239,20106010.0,168.63,1589.227,358690,2024.0,1142.56,1140.504,77.033,478.633,336992.0,7.208032584394804,12.093741636691057,10.043980555964731,16.798275148530827,4.675389126210868,1.8218217298013302,1.0044125666220258,0.345826551867506,1.195616378704237,1.210099928784298,27.743928337487343,71.89407177199983,0.7176470070040339,310.42569406641263,3.7790560511073705,96.58496594488051,23.231118314424613,7.921267435385526,12.907191149354635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True,2,Upper-Mid
5233.0,33615.0,17838.0,22804.0,2010.0,2804.0,11859.0,6961.0,6961.0,12934.0,2024-12-31,20.0,17838.0,DE000TRAT0N7,TRATON SE,8517.0,201060.0,16011.0,4520.0,3713.0,2588.0,105.541,47473.0,DEU,7532.0,20106010.0,2340.0,65547.0,332311,2024.0,47703.0,47473.0,2441.0,23260.0,336120.0,6.895815216562161,15.719251037111784,9.521201525077412,14.663071640722094,5.906515282371032,0.9803955288048152,0.6565778159931213,0.1112639724849527,0.8975782038345106,1.3750420450723175,27.214060140052176,72.7767861229347,0.7242589287076449,449.8062364389195,4.003119993254068,91.17888062688266,1.2822153951186133,6.23672993079305,1.8529062641742478,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9,True,2,Upper-Mid
550.848,767.578,697.543,769.927,2010.0,53.709,194.914,213.03,213.03,412.753,2024-12-31,20.0,697.543,DE0006200108,INDUS HOLDING AG,145.965,201050.0,541.08,123.601,9997.0,143.815,8.054,1725.8,DEU,410.533,20105010.0,143.682,1806.829,213037,2024.0,1106.831,1725.8,89.429,465.027,999977.0,6.840769104325867,7.69974037442853,7.161953876463089,12.343840537721636,3.112121914474447,1.6556608541009448,0.7728454476836829,0.30926161276657055,0.7756941149147795,0.9849500317543148,38.60592230919473,61.258204290500096,0.955154029518012,214.27861931959274,8.854161322429379,41.22355429366091,-4.536216828575634,-6.322507123688814,-9.332432736688045,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,Upper-Mid
288.739,1003.599,522.579,655.424,2540.0,-140.555,450.346,159.909,159.909,92.489,2016-12-31,25.0,522.579,DE0005875306,GFK SE,32.191,254010.0,451.004,117.575,7310.0,179.047,13.069,1483.814,DEU,0.0,25401010.0,146.203,1720.885,231081,2016.0,1182.716,1483.814,42.334,516.885,5418.0,6.832240387939927,-26.89641183438294,7.923836815126424,10.776889825813745,-9.47254844609904,1.2680267370885205,1.2680267370885205,0.3463962003153506,0.8630350626412467,0.9246353182963726,30.36687518340853,68.7271955999384,0.8622389061442224,113.53691942765322,3.29483108543209,110.77957884209206,-3.8623166902721495,-6.590454002901803,-3.084909158324056,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,True,2,Upper-Mid
315.2,4366.2,1300.9,2063.8,2020.0,178.0,1364.8,356.5,356.5,470.8,2024-12-31,20.0,1300.9,DE0005909006,BILFINGER SE,59.3,202010.0,317.3,235.7,1600.0,533.5,31.478,5037.5,DEU,115.1,20201070.0,241.1,3463.5,100102,2024.0,2152.2,5037.5,120.8,1520.7,237.0,6.805254800057744,13.682834960412022,4.678908188585608,7.076923076923077,3.5334987593052114,1.3571381600578682,1.281449332544223,0.3508252778325771,0.24390806364824352,0.2894918902298409,37.56027140176123,62.13945430922476,1.4544535874115778,160.0324035834551,3.691016998827667,98.88873449131513,12.303816657749223,3.1601834753082647,9.870855148342073,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,Upper-Mid
293.0,5813.0,3363.0,7519.0,2010.0,633.0,3079.0,1178.0,1178.0,1537.0,2024-12-31,20.0,3363.0,DE000A0D9PT0,MTU AERO ENGINES AG,722.0,201010.0,2112.0,832.0,3724.0,2605.0,12.892,7411.0,DEU,1753.0,20101010.0,714.0,12484.0,273099,2024.0,9047.0,7411.0,346.0,6049.0,336412.0,6.664530599166933,18.822479928635147,11.226555120766427,15.895290783969775,8.541357441640804,1.2430153744420565,0.9532154075053728,0.4306496941643247,0.6280107047279215,0.8426999702646447,26.93848125600769,72.4687600128164,0.593639859019545,574.8526217809494,2.4069503085417345,151.64417757387665,38.18758157747531,22.344178753430022,5.9326211996713285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,Upper-Mid
189.683,883.474,649.869,571.867,2010.0,70.178,209.011,204.891,204.891,300.311,2024-09-30,20.0,649.869,DE000STAB1L8,STABILUS SE,30.171,201060.0,790.796,126.513,3714.0,109.426,7.984,1305.926,DEU,223.59,20106020.0,196.976,1910.888,315582,2024.0,1233.16,1305.926,78.378,290.691,3363.0,6.6206392002043035,10.798791756492461,9.68760863938692,15.689326960333128,5.3738113798178455,1.9672676484652087,1.1981003883849173,0.376434082926544,1.2168544737477862,1.2632807535057067,34.00874357890154,64.5333478466556,0.6834131566057247,163.56788577154308,6.248120912296482,58.41756347603157,7.4611562685660715,43.21223408441097,6.995443580809435,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,Upper-Mid
13984.0,43108.0,51264.0,61353.0,2010.0,8216.0,34677.0,12658.0,12658.0,12078.0,2024-09-30,20.0,51264.0,DE0007236101,SIEMENS AG,6598.0,201050.0,41321.0,9659.0,9997.0,10216.0,327.0,75930.0,DEU,10923.0,20105010.0,11665.0,147812.0,19349,2024.0,91581.0,75930.0,2999.0,43913.0,999977.0,6.534652125673153,16.026841448189764,12.720927169761623,16.67061767417358,10.820492558935863,1.3971489080682258,1.14840707763077,0.23264181449684604,0.80604322721598,0.934749531835206,34.68189321570644,61.95775715097557,0.5136930695748654,232.2018348623853,2.1896357816420107,166.69438956934016,-2.3646954442001267,1.8922291079294329,2.187500000000009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,Upper-Mid
230.0,826.1,726.1,666.9,2010.0,69.2,307.1,150.3,150.3,307.2,2024-12-31,20.0,726.1,DE0007667107,VOSSLOH AG,61.1,201060.0,170.5,96.0,3490.0,95.0,4.321,1209.6,DEU,246.9,20106010.0,136.4,1490.8,209440,2024.0,738.9,1209.6,54.3,513.5,336510.0,6.439495572846794,9.530367717945188,7.936507936507938,12.425595238095239,5.720899470899472,1.29873417721519,0.8179162609542356,0.18500486854917234,0.2348161410274067,0.3189643299820961,48.70539307754226,49.56399248725516,0.811376442178696,279.9352001851423,3.938782155649625,92.66823743386244,-0.38705426994977143,7.043871616284902,7.567836694050278,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True,2,Upper-Mid
