gvkey,conm,cluster,cluster_name,static_score,dynamic_score,combined_score,cluster_name_enhanced,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,roa_trend
320448,COVESTRO AG,4,Lower-Mid,71.76150057288812,44.13192469356906,55.183755045296685,Lower-Mid (Solid),0.4988628860685203,-3.9951937518774407,0.4795824811340715,22.103110233443825,0.6276888356019465,1.6124161073825503,0.36602583358365876,2.0473115049564434,-0.9886377981013741
271763,LANXESS AG,4,Lower-Mid,61.738678667467525,49.38776526584018,54.32813062649112,Lower-Mid (Solid),0.23684481515806816,-3.8595726122982987,0.36129437637448947,29.186302230600063,2.9531888155827835,1.9452904681331078,0.5294374182293938,2.1175316179677277,-0.5666661696352858
220295,ELRINGKLINGER AG,4,Lower-Mid,73.27646657678817,38.27039026889348,52.272820792051355,Lower-Mid (Solid),0.6613982923919302,-21.64513652158484,0.6453201533328601,28.128549371761192,3.3111756406616033,1.4134184476268248,0.5035133365470221,2.7624686155020184,-0.7067721228011384
