gvkey,conm,cluster,cluster_name,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,roa_trend,proximity_score,profitability_score,liquidity_score,leverage_score,cashflow_score,structure_score,relative_score,overall_score,cluster_name_enriched
17436,BASF SE,1,Mid,3.561524591183237,3.646169836231355,4.388599448360404,31.512411890897944,1.1461844927980387,1.832971418510476,0.574594791988539,2.2589117671844714,-0.5203910451744728,81.55796782744031,91.15801472634676,88.80819894155752,97.69360710036665,99.11726107063018,98.40985311176131,48.79160210900173,60.624150786282144,Mid (Low Score: 43)
100004,ALTANA AG,1,Mid,6.475870996902852,5.368676591220314,9.114981579998723,39.72850615904001,8.187796283685062,3.276000352751695,0.13994452588265244,1.4842684121989815,-0.4294549207168277,59.29017065966322,74.31613031612815,66.31806888824518,95.5591385872109,98.60970653895038,92.73217514191461,51.3609870128843,48.13520818581201,Mid (Low Score: 43)
100083,BEIERSDORF AG,1,Mid,10.42195065713627,10.761061946902654,13.766497461928934,61.6751269035533,8.060913705583756,1.7426948051948052,0.0,1.535221238938053,-0.5141279617984581,42.31383661761399,43.58833953051347,85.91509225445039,93.46686265700046,98.65034614840347,93.09535213008087,53.68734847671438,34.98988881884834,Mid (Low Score: 43)
100102,BILFINGER SE,1,Mid,6.805254800057744,13.682834960412022,4.678908188585608,13.326054590570724,3.53151364764268,1.3571381600578682,0.24390806364824352,2.6623875778307324,0.5695337436079179,51.754326379372436,63.248909415675456,74.5829317775254,97.1437350619198,99.88802102317082,98.5188093343045,50.48906064794855,43.065885941076054,Mid (Low Score: 43)
100301,DEUTZ AG,1,Mid,2.0851898057387275,4.953414317726147,1.9352704416386393,26.69680763080995,2.067596625682307,1.2986244123280515,0.1553249203915556,1.985257695482958,0.21197415125334534,62.67667240343881,76.17048839409463,72.99894211560948,95.79192486438917,99.4142850553517,96.36547857560348,47.175528884998926,49.88395912663337,Mid (Low Score: 43)
100431,HAPAG-LLOYD AG,1,Mid,7.509868489548474,11.54993270003583,13.209640117623668,26.59665756234368,11.503364413608343,1.539486177045518,0.2462839767984584,1.6276472126194694,2.515379552410443,25.074470840345803,61.07703035803379,79.74300824581407,97.18025383738691,97.55366725051556,93.75777165186581,55.75109424380395,31.963219791483773,Mid (Low Score: 43)
100736,K&S AG,1,Mid,-0.4661356711391458,-1.075286125911498,-1.1935068845637953,22.68758041115764,2.3432153513454317,3.0222597914905607,0.11000756563591584,1.5056420327414968,-0.0731814294916662,52.350187339385535,57.57811644328367,72.78801474532794,95.10765581023387,99.50330560560204,92.88434729112373,45.24474205715233,41.96646380543434,Mid (Low Score: 43)
100764,SUEDZUCKER AG,1,Mid,3.3382476832350463,-2.3845918679302964,3.2700639570868577,29.492469568805447,3.424798844646173,1.8102268635217862,0.45735249159278507,2.9030877407520634,0.16065444511932503,76.77539850042945,86.85550261627438,88.0702472658245,99.52243719260522,99.85341105382805,96.71636173665924,49.65829735681489,58.03350364268718,Mid (Low Score: 43)
101120,AUDI AG,1,Mid,8.55174479556687,18.499364638434944,8.99019537679811,16.158305303084518,11.28462033922565,1.5675553732567677,0.0,2.1704837613404653,-0.17659246329481892,53.31322897550924,55.689918829551544,80.56841628891037,93.46686265700046,97.62298948389011,97.74453898075713,51.83936178447834,41.809961621814054,Mid (Low Score: 43)
101390,KSB SE & CO KGAA,1,Mid,8.480072526936084,10.810068649885583,8.195726898968795,54.18548224034508,4.5022578688414105,1.9715157680569684,0.034324942791762014,2.6250800915331807,0.49095135967911474,52.26269876451957,57.768504076174224,93.43876103831093,93.97576723489402,99.79700666374983,98.80117201901551,53.72326937129839,41.856357044532075,Mid (Low Score: 43)
101768,MCKESSON EUROPE AG,1,Mid,1.3523843123419768,-2.1784482066918076,0.745373821175098,8.558835920536682,-0.29706927655529264,1.8219334445517603,0.06427023991013399,2.046898820508706,-0.6210729632826416,55.88597940134385,58.56414932609385,88.44930058066898,94.42200138414873,98.65380023300236,96.82224040850299,43.78268893828859,43.50942176417119,Mid (Low Score: 43)
101937,DMG MORI AG,1,Mid,9.317683459113244,12.006314886266532,10.603255679772431,51.98970384003828,6.0304099007731065,1.7026958942168635,0.02767517927049115,1.7923590157963738,0.00159940605292435,51.43565353996507,53.294722192600844,84.66355687960665,93.87696132943083,99.30298578007489,94.94997190637082,52.89534231539403,40.62090198744928,Mid (Low Score: 43)
102175,PUMA SE,1,Mid,8.364843290479792,9.95862361636666,6.774259402077757,51.583269065009304,4.897246291339654,1.4995994287505658,0.48321957774870045,2.5252325211302473,0.4544062830161389,52.50718926827037,60.263122014431595,78.58461594421638,99.11602242893358,99.66907979607156,99.56085862405259,53.93620888748089,42.96710235308783,Mid (Low Score: 43)
102187,PORSCHE AUTOMOBIL HOLDING SE,1,Mid,-0.07236058915524847,-57.01549504386465,,,,16.126666666666665,0.21211689643386122,1.2202631878774068,0.043469324947350514,0.5680905090651498,51.44932418629722,0.5945105368022058,96.6564098401529,99.63582732793152,90.87298798087154,51.023974138887304,20.182742024900794,Mid (Low Score: 43)
102218,DRAEGERWERK AG,1,Mid,5.306107935030152,8.103963782040841,4.869381289158914,48.854690763242836,3.1864972944750325,1.926212234869931,0.18690551411914144,2.0150701885809204,-0.11521955217883877,76.40998702799818,78.31184777130238,91.89861054003782,96.27168450131352,99.77616787660185,96.58611998986741,50.40699320550474,55.8535328155911,Mid (Low Score: 43)
102250,HUGO BOSS AG,1,Mid,9.53941932957754,14.959508665902344,8.37686939228746,70.28088506410788,12.929692950350665,1.5385203104977778,0.7059486801422873,2.650662381602442,-2.0756674726259097,30.468304475127173,45.241292547052595,79.71475678705036,95.68454232228669,97.10285454610604,98.60746472513078,55.27421538456568,30.804034531690057,Mid (Low Score: 43)
102259,SALZGITTER AG,1,Mid,0.6067671256437943,-7.929932003422345,0.6342579182356642,31.602025630012886,-5.59645215098335,1.54984851487952,0.10478677894357635,2.3563065700004504,0.24256310963249345,60.037181291427814,67.09032558463875,80.04673581176941,95.02913923871203,96.9705607538976,99.147873444911,44.862310832887545,46.935851557370086,Mid (Low Score: 43)
102365,KOENIG & BAUER AG,1,Mid,-2.656919940957334,-21.216707021791766,-2.966101694915254,26.81261770244821,2.3775894538606406,1.4674361088211048,0.8056900726392252,4.305992736077482,-0.43667841443837235,43.2528651499254,45.914125041722954,77.66279463116834,94.18663585436452,99.51441349392191,86.8481462549503,46.76664821388711,35.90263465375121,Mid (Low Score: 43)
102529,PAUL HARTMANN AG,1,Mid,5.177639955249784,9.44252269602777,4.477698078984252,56.94385357407866,2.4759666914007754,2.3513525703669496,0.22969416193823686,1.8265367868501912,-0.7493667234037724,64.38631471363657,69.95987156837612,93.10097962837351,96.92554791672596,99.54621065696205,95.19924682196837,50.113179515385276,49.43905499080245,Mid (Low Score: 43)
102926,KWS SAAT SE & CO KGAA,1,Mid,9.463867146995709,8.740386542627023,15.106153541513084,69.20539320588705,7.063045589122931,2.972824669346672,0.26649374879412263,1.6710391494139045,-0.05421685983395518,40.41105813001656,42.80080064596971,74.12014815449716,97.49144201537918,98.97054074818195,94.07038670004668,55.90247167479125,34.47372758273848,Mid (Low Score: 43)
103176,THYSSENKRUPP AG,1,Mid,-0.4738690212388777,-15.715329228842743,-0.3966781769926657,13.849490596729547,-0.49085357153049286,1.764934188322646,0.06782844620682459,3.060941250130439,-0.5167523754261212,51.628040890706615,53.40966370706284,86.6189309855495,94.47516515649585,98.59173703623773,95.55224146808533,43.65505132228541,40.780665613344794,Mid (Low Score: 43)
103200,FUCHS SE,1,Mid,16.704980842911876,15.919873484449129,12.368794326241135,36.9645390070922,8.709219858156029,2.2155172413793105,0.027411702688455455,1.3758566157090142,-0.8044010982653264,26.19159354105975,27.01822264419242,97.85806778734339,93.873048587332,98.44287387762239,91.96415457842647,53.73532870780453,25.267586803995584,Mid (Low Score: 43)
103269,KRONES AG,1,Mid,7.90256763440292,14.410060644031915,7.011932035466742,50.197628015445574,6.192033116540652,1.3366467092393541,0.049201074461962445,2.47148575276343,-0.23560343091336272,57.270278020913246,62.78960392809626,74.02434734241726,94.19718182647526,99.2508794516969,99.97220450805362,52.332576074614586,44.88575017663208,Mid (Low Score: 43)
103533,SIXT SE,1,Mid,7.851335805146843,11.458533968350013,12.85087197651675,77.84760375116312,24.734619101827708,3.2842451500975245,1.2955293898785056,3.077364236058587,0.27199129950962936,38.0538550456768,43.76946536685542,66.11777703329403,87.16377318783066,93.45081228052628,95.43193471828934,64.02569785277349,32.69181241042487,Mid (Low Score: 43)
200759,BIOTEST AG,1,Mid,6.052998605299861,4.9745618993781795,11.952630129440925,36.394932525475085,4.43404020930873,5.056214865708932,1.1982287544752213,2.7020915771622382,0.37201881382980895,31.492806388654866,71.72617076614813,34.51387057592586,88.51580721267793,99.81911727885058,98.2191949045129,56.890097846462,35.793937429959364,Mid (Low Score: 43)
203162,HORNBACH HOLDING AG & CO,1,Mid,5.816661765123392,7.194612900685201,4.328910906132253,38.39518102370826,2.4596495251846413,1.5033992575605923,0.665582625612554,2.3597930383391517,0.009996170332922731,72.4676024378427,83.520767810823,78.6942416472247,96.29750591661912,99.54093597410805,99.17439492451904,51.06896981083301,55.320945128963594,Mid (Low Score: 43)
206703,SGL CARBON SE,1,Mid,5.4005535193357765,-14.47107586952604,7.034294621979735,28.11769290724865,2.240841777084957,2.769831483764899,0.4375563164534151,2.409262930257704,0.6382247124150813,59.48655298286172,78.65247154661125,79.85071299967467,99.8345932177761,99.47023123602668,99.55147657176305,50.1114875312302,49.50857482424455,Mid (Low Score: 43)
207096,RHOEN-KLINIKUM AG,1,Mid,2.5396974167793798,3.3451652481229694,2.954903394858046,-3.916661809617467,3.5848156734157715,2.233180932338404,0.08873781762903861,1.4325472826464392,-0.06951198967793153,51.43545498444134,52.04379045465165,97.22597654521633,94.78818100639123,99.90531254031929,92.36497089209456,45.15925118889013,40.46175818534599,Mid (Low Score: 43)
210332,CLAAS KG,1,Mid,7.212355069788052,11.182831758256489,7.19166082866243,24.42342829620122,5.643944373774746,2.161501799220204,0.3172295164430767,2.2046008672250257,0.1934319176060208,65.12190832600145,68.35091033741911,99.81660959727903,98.27706461125732,99.42769082048237,98.00069447531655,51.604528467992175,49.546651859010126,Mid (Low Score: 43)
210340,DILLINGER HUTTENWERKE,1,Mid,6.1144775894864365,9.119466047446236,8.777417407335033,30.157628916952024,-2.1602116932266826,2.426546687744045,0.0396290305434368,1.7111672291205915,0.6106776189746222,61.00414392711225,75.96583752108907,90.5677783443327,94.05465288793164,98.05870688660559,94.36041506590546,49.71067970460697,49.00029036385588,Mid (Low Score: 43)
213037,INDUS HOLDING AG,1,Mid,6.840769104325867,7.69974037442853,7.161953876463089,55.52335148916444,5.9882952833468535,1.6556608541009448,0.7756941149147795,2.5902761550184,-0.21267294207758364,62.501219432558905,65.12806606990394,83.21517028958604,94.63462970813268,99.31656776528527,99.06531611047245,53.99821102905913,47.48956395781762,Mid (Low Score: 43)
214759,HEIDELBERGER DRUCKMASCHINEN,1,Mid,3.265869365225391,0.9157509157509158,3.0682800345721692,54.451166810717375,1.08038029386344,1.3329425556858148,0.07875457875457875,3.9816849816849818,-0.11931265478385034,63.33070710355317,73.10493763522786,73.92382176078272,94.63860153676332,99.09608258584213,89.03591780499205,50.67127061884363,49.41713052214318,Mid (Low Score: 43)
