,feature,importance,algorithm
5,ebit_margin,0.24851381610534948,hierarchical
2,ebit_margin,0.2098079743722596,hierarchical
3,roa,0.1928224327966843,hierarchical
0,roa,0.1915469226105784,hierarchical
1,roe,0.08035192239517491,hierarchical
4,roe,0.07695693171995335,hierarchical
