cluster,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,margin_trend,leverage_trend,revenue_growth,fcf_growth,margin_volatility,growth_quality,cluster_name
0,4.878185348992987,4.008456225327649,7.004948029096026,33.91257694434586,41.33398919177297,1.872397833992955,0.7032830668775387,3.135456123256726,-0.050893704988822355,0.033532847298597054,-1.4691382957181718,204.447079627486,3.068002002389284,-0.44054373023806603,Lower-Mid
1,5.308766681160039,13.656243978290785,8.835884311287867,33.980968364803736,6.177789383116981,1.3775677012219578,0.7342378470312874,3.6829891660025735,-1.1861574725456034,-0.01944184131189638,1.3932971378842427,-69.7494214363985,13.040917372895429,0.26877222434589704,Upper-Mid
2,13.54601243808641,55.3692660921065,21.263296617431557,71.46201675466483,24.013302789457104,0.8948239233417675,3.8929110380967566,6.669010161999712,0.2211245658288945,-27.99921836621684,4.636884209539155,20.833433093950802,2.7725069012017127,-0.36554161164661625,High Performers
3,-4.362072505519632,-225.52501943787163,-38.51476842998916,47.58584247080552,-35.1924454809183,1.693164661226654,18.424555553621442,43.58445364765955,-4.153521045888827,1.7302416162725838,-6.243434309549808,570.1614733002107,24.956581766601676,-0.17567652169334094,Low Performers
