gvkey,conm,cluster,proximity_score,profitability_score,liquidity_score,leverage_score,cashflow_score,structure_score,relative_score,overall_score
276585,WACKER CHEMIE AG,0,51.0973397347519,71.31750632141842,64.78750301450457,89.60102876917317,73.81489839260024,86.85416576115419,48.240388010277165,43.66254003510176
278310,KLOCKNER & CO SE,2,65.40343463761258,80.83422905372338,81.83564965988357,98.87190348897603,96.75948884512441,89.24570132282439,48.961696449528574,52.21541001468731
281772,SYMRISE AG,5,68.56910405660732,74.90550111398781,91.52897715221314,97.45376282220268,86.18173994300483,97.06697516504074,50.89788857933544,52.15411812766076
284636,WACKER NEUSON SE,0,66.01359010138052,84.44955619808532,88.76984666835973,87.2028593765932,75.39058046383639,84.51555261455385,49.18591008493244,52.01563321782859
284944,GERRESHEIMER GROUP,0,61.87900556408169,76.99540683224998,84.07504147113815,93.01680912917553,72.79943815720341,90.28289791682398,47.89814242113331,49.452364505000226
285715,SAF HOLLAND SE,0,61.42404699373159,64.24907748938242,93.08396862739234,99.85281848014513,83.05414532107777,95.63155592731064,54.45103451486025,47.40471614338364
287162,HAMBURGER HAFEN UND LOGISTIK,0,67.3010602199312,81.68924782601962,92.25788073035991,88.39012580536227,81.73115270927194,96.5281214626156,45.904162864255206,52.09728623371263
289333,SMA SOLAR TECHNOLOGY AG,2,41.13204108399577,49.94995792387983,91.95498933386843,95.8193545246735,71.73093790021954,94.32109891280824,44.78834397586138,36.02474347084163
295079,STROEER SE & CO KGAA,4,62.340399152167535,77.09615466682756,87.43760643408038,75.47000088873008,88.43294095039029,87.26362314247311,48.874328267553274,47.90239068310554
295421,EVONIK INDUSTRIES AG,0,70.47894254716971,84.59009670745064,95.59589019525171,88.99129846219178,90.11780628613911,88.02307023037733,46.7413579742814,54.008726206577194
297185,KION GROUP AG,0,71.8859624544689,80.5007111952644,84.19148778214297,97.10476469435525,88.89617342381428,93.94494724568996,47.994564453592766,54.565003690275965
297222,NORMA GROUP SE,5,60.959507226717115,63.168250569579996,92.57438385677297,99.67561537104228,93.23914743488534,96.33665011133891,44.753833383216836,46.98501454170708
313972,TELEFONICA DEUTSCHLAND,4,39.08470639654715,41.014831129860895,89.0248617214235,88.54259169109588,83.80531258043459,87.91992170863925,43.88719580287083,32.69110795370063
315541,OSRAM LICHT AG,2,45.25687673359863,54.8050395307879,70.7151589681194,98.5003324679743,81.58698758343303,86.44671941841462,42.60732194657107,38.91379184639447
315582,STABILUS SE,0,68.61164443054848,86.03744975524675,83.62513270673621,97.60563521519694,75.149794058547,93.24201838668178,54.24522563932813,54.41271124478843
317079,SCOUT24 SE,4,27.661185636226023,38.24896891148348,86.08889808681198,81.70804670954364,45.842155688680734,79.57730069172216,53.761931771725855,26.88507270774147
318434,ZALANDO SE,0,66.68873431891643,69.44260248769405,95.92126086751328,90.65828622007443,92.38210806992876,93.63681496910652,49.62661075724697,49.629842847112826
318452,ROCKET INTERNET SE,-1,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
318659,HELLA GMBH & CO. KGAA,0,64.92116593328355,79.74583740436137,99.84152549190725,88.97464666784796,92.6446918443823,89.03232752845216,46.81804390834282,50.815098520970494
319665,ALLANE SE,3,19.451580635940743,48.0860114646229,97.56266929298997,63.402787548124415,31.970050091326748,45.05187024696286,51.96178388517145,23.73811330211332
319865,SILTRONIC AG,0,34.4143951282619,69.99015679752954,79.62181228091352,94.66154321421463,37.86930085740651,90.34982499512539,44.889032660891594,37.22994373223213
320124,SCHAEFFLER AG,2,51.05557333123264,59.62499540082335,84.15060434188429,84.01474768888167,88.2276777277434,85.41209122330376,54.73192660295474,40.74870318154589
320448,COVESTRO AG,2,70.34275378106139,85.50964432073336,95.15655133241114,99.65470113201445,94.89162369537594,89.12866499689707,49.25463359443861,55.20450048977268
321632,UNIPER SE,2,26.23367602990622,47.65866085666881,89.22147263582951,96.24900709208714,92.34256143957103,98.78221780239238,50.46391895874936,29.650103292504966
322597,INNOGY SE,2,34.91258162354621,51.43591184827331,80.61528510319769,76.26187461360475,99.86366779514806,79.57218689521368,47.69216106347259,31.87840248043362
324859,DELIVERY HERO SE,2,43.77474222176879,62.205537903985416,87.76888513844608,75.95237629786011,84.21450145546457,90.90014480087267,52.51331679006308,37.54624209929061
324977,METRO AG,2,56.0339751525243,78.9381778451419,68.0721215153471,80.46334538892361,89.65783275163253,76.52082548506381,53.75099962313476,46.24756016893046
325735,HELLOFRESH SE,2,1.4819387116044602,31.31934068917357,73.51876171903918,93.71468109107262,91.54879515519295,95.53734036801482,59.22754208779675,16.22811173158376
326410,1&1 AG,5,51.53679946365672,61.615872063351276,78.22791731555489,92.20928777953165,74.2184569702917,91.59137542186416,44.603268171092026,42.158822976086114
326577,DERMAPHARM HOLDING,5,57.0682878745996,64.59696058590305,98.56747477208683,86.8013322586998,85.28280697079764,92.88402362058822,57.57290813441823,44.426840492890435
326765,SIEMENS HEALTHINEE,5,64.65763851628854,70.05787445923374,80.04457358063166,97.46739546111137,98.45661800934732,99.60522303903014,48.27414157847453,49.6213698444733
327148,SPRINGER NATURE AG,4,42.78227831574587,45.25570161382155,93.66996020360628,95.7931005532825,78.14604433800646,89.48104921327985,51.05389786162062,35.74336170439091
328745,KNORR-BREMSE AKTIE,5,57.03533692148489,85.93342961609042,92.24648597386533,97.67648722445728,96.23792783216632,94.9300613563082,49.403709303058406,49.76846941425777
329260,ENCAVIS AG,5,26.930057807391677,33.47785476215224,62.69270838125769,78.99085927317164,67.88378688811272,81.65702704207685,51.53012439862311,25.366680002704282
332311,TRATON SE,0,73.61288189762905,84.10067050765012,83.26164605229542,97.40695772246022,94.74559597054912,98.6440166814059,51.47456632863367,56.005982632827674
333885,TEAMVIEWER SE,4,15.543526173607686,20.42317731141768,79.73139737932526,73.23206605779,58.204378179934224,62.02142013083153,62.50233459084298,17.62525253750561
340115,HENSOLDT AG,0,71.41028147093267,83.72592878679635,92.87540893001515,92.99215086025086,92.53035960529789,88.90652670061483,51.09021191225439,54.60851343175743
340153,SIEMENS ENERGY AG,2,64.34591320598224,88.90741928639424,73.23695384273157,99.71497185031164,84.42189739879281,85.39303296520681,51.28995382313692,53.49134632470292
346413,AUTO1 GROUP SE,0,24.432876651070895,52.2458494119097,65.73667952005515,93.18363318512421,79.70215263727745,98.10756407144284,50.719615394769235,29.540683861322723
347562,SYNLAB AG,5,37.301757628118374,47.177991450428514,77.37901023990031,99.6404817551783,99.6957872934929,96.33623627110897,48.2639853760328,34.32034951685088
350278,VITESCO TECHNOLOGIES GROUP,0,57.78805031122845,71.92421488425805,90.6965647586549,87.72544638051566,95.3533479448519,91.25428626975068,45.75558939548734,46.27260773939456
351590,DAIMLER TRUCK HOLDING AG,0,78.96367140984644,90.72720987060261,94.66458566902112,96.33195054768244,91.6340775824631,96.04128308544799,51.73025040973193,59.36410559282734
354519,DR ING  H C F PORSCHE AG,0,50.029694465733776,55.55846336404028,97.63377204012727,88.77107854501845,76.61958499103889,88.92806969611274,57.45109077398191,40.00067831360341
355804,IONOS GROUP SE,4,21.39971133417561,30.712596730604236,95.90963979130976,42.25783448729488,95.88461261733767,63.415227811817445,58.75462518109481,18.92818732852058
358679,SCHOTT PHARMA AG & CO KGAA,5,46.53685388587489,48.02596525145641,83.14575471886101,92.76338345957417,97.62062469187917,95.1041649768626,51.560931277324606,37.49627295059866
360887,DOUGLAS AG,4,31.742533362328878,55.97607607262071,99.57882169514627,79.40009905245998,72.84031782304845,89.46225257436846,49.97043369706803,31.832238464701692
