gvkey,roa,roe,ebit_margin,conm,roa_trend,roa_volatility,roe_trend,revt_cagr,cluster,cluster_name
103255,5.101514369821857,5.793674253621046,8.852959764061513,BERTELSMANN SE & CO KGAA,-0.24899129881294219,1.0062296421159105,0.12754413986492835,1.2952964931802757,3,Mid
212782,4.5860318383949705,3.6902594939561544,7.9612186838487915,FRESENIUS MEDICAL CARE AG,-0.5856538257175631,2.003194015091229,-0.9202199467205865,1.826673001114032,3,Mid
295421,4.222784810126582,2.46119733924612,5.502408128257571,EVONIK INDUSTRIES AG,-0.4331087574281221,1.786425147115358,-1.1903385759514047,1.6120373324505888,3,Mid
202305,4.09873708381171,5.332105209292806,8.17569733889067,FRESENIUS SE & CO KGAA,-0.6014501900591713,2.082236822640107,-0.9208599646824854,-0.6187280154999142,3,Mid
287162,4.093116364700484,4.2714264137066005,8.361242084572226,HAMBURGER HAFEN UND LOGISTIK,-0.43585226781631253,1.875630172139036,-0.7731492718634156,2.903564198583508,3,Mid
17436,3.561524591183237,3.646169836231355,4.388599448360404,BASF SE,-0.5203910451744728,2.421572580770398,-1.7381982240373897,-1.292391284636929,3,Mid
100080,2.85701398285972,-7.997994233421085,6.795262412564906,BAYER AG,-0.4288697186165794,1.9641932955671328,-2.7608516899841353,0.9887089806627225,3,Mid
