gvkey,roa,roe,ebit_margin,conm,roa_trend,roa_volatility,roe_trend,revt_cagr,cluster,cluster_name
297222,3.8994785010455044,2.0382971286862306,4.822370856252529,NORMA GROUP SE,-0.7668518742448992,3.008943784220557,-1.727616214310864,5.220209381883323,1,Lower-Mid
318659,3.84553759551872,11.03301743828173,3.5860119489701416,HELLA GMBH & CO. KGAA,-0.633549608953168,3.3649291996997417,-0.7857432715739437,3.766351841879678,1,Lower-Mid
233025,3.0806115022005893,5.828069087348736,2.4923058875486492,CANCOM SE,-0.6418355590449585,2.331637687773682,-0.8519607255095094,7.67117572703675,1,Lower-Mid
222340,3.0422778517086395,5.068676090351879,3.5296727800181595,DUERR AG,-0.5956246158064404,2.434552037050489,-2.0730843309799867,5.239566119119732,1,Lower-Mid
100449,2.191040744353568,-4.1265822784810124,2.3470153252598864,KUKA AG,-0.4631867169898604,2.878148896773809,-1.2210333941050815,5.941448534420446,1,Lower-Mid
