cluster,15.0,20.0,25.0,30.0,35.0,45.0,50.0,55.0
0,1,1,2,0,4,3,8,2
1,5,7,0,2,5,3,1,0
2,6,17,10,2,2,2,0,7
3,3,24,12,2,8,4,5,4
4,0,2,2,0,1,0,1,0
