gvkey,company_name,years_available,roa_trend,roa_trend_r2,roa_volatility,roe_trend,roe_trend_r2,roe_volatility,ebit_margin_trend,ebit_margin_trend_r2,ebit_margin_volatility,revt_trend,revt_trend_r2,revt_volatility,revt_cagr,debt_to_equity_trend,debt_to_equity_trend_r2,debt_to_equity_volatility,cluster,cluster_name
355804,IONOS GROUP SE,7,1.0697218581778403,0.7549887052103655,2.4622414522199536,-413.79490678680384,0.1570021207155362,2088.6341621481665,-0.3682413121916899,0.14808946354942037,1.9138170756370716,119.79846428571427,0.9667475939261269,243.68269918297858,10.080663906279241,-29.554761855459333,0.1561182536172921,149.59966385429036,4,Declining (Volatile)
