,original,run_1,run_2,run_3,run_4,run_5
original,1.0,0.029308734579656555,0.029308734579656555,0.024443957723212107,0.019990572047291644,0.02558956395070198
run_1,0.029308734579656555,1.0,1.0,0.9660523744668835,0.9331577150318507,0.966672925824178
run_2,0.029308734579656555,1.0,1.0,0.9660523744668835,0.9331577150318507,0.966672925824178
run_3,0.024443957723212107,0.9660523744668835,0.9660523744668835,1.0,0.9657537783959743,0.9609890073508635
run_4,0.019990572047291644,0.9331577150318507,0.9331577150318507,0.9657537783959743,1.0,0.9274157585306733
run_5,0.02558956395070198,0.966672925824178,0.966672925824178,0.9609890073508635,0.9274157585306733,1.0
