cluster,revenue_growth,asset_growth,employee_growth,fcf_growth,capex_growth,margin_trend,leverage_trend,capex_trend,fcf_trend,margin_volatility,leverage_volatility,cashflow_volatility,revenue_growth_outlier,asset_growth_outlier,employee_growth_outlier,fcf_growth_outlier,capex_growth_outlier,margin_trend_outlier,leverage_trend_outlier,capex_trend_outlier,fcf_trend_outlier,margin_volatility_outlier,leverage_volatility_outlier,cashflow_volatility_outlier,margin_consistency,growth_quality,cluster_name
0,-0.35885927634688614,1.9719188561350565,8.241051935170237,34.054660664911054,2.197674882684502,-1.0735552777745887,-0.00046002735651979253,-0.06825258907930895,0.025153708774262193,9.80144406563321,0.3422018182318448,3.093939737817007,0.01639344262295082,0.0,0.09836065573770492,0.09016393442622951,0.0,0.00819672131147541,0.040983606557377046,0.04918032786885246,0.00819672131147541,0.02459016393442623,0.0,0.0,0.3321904021796086,0.015069533165282008,Stable
1,3.6661155955051394,6.211376218990055,0.4100740720430467,178.30530218590232,37.426166349186396,-0.29980510352985046,0.15731841100824942,-201.71411013451586,340.1717520663051,5.936610571980466,5.776530872304012,3.6125911587509596,0.0,0.06666666666666667,0.2,0.2,0.06666666666666667,0.06666666666666667,0.7333333333333333,0.06666666666666667,0.06666666666666667,0.13333333333333333,0.9333333333333333,0.0,0.39359627896901245,-0.09771431700407653,Growing
2,2.7192686468077683,9.697712740177133,65.7193261969738,-85.67004691043351,8.67444799575108,0.6234005882481508,0.21413885816048575,23.69680835673476,25.113681630068342,15.689022652446418,2.726461844585723,8.014391135233227,0.0,0.0,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.23076923076923078,0.15384615384615385,0.46153846153846156,0.8461538461538461,0.46153846153846156,0.15384615384615385,0.23076923076923078,0.36451694485913944,0.15737278293658086,Growing
3,4.636884209539155,1.2734152187884817,-2.139911604057054,20.833433093950802,-9.30334287474522,0.2211245658288945,-27.99921836621684,-0.30105325677978606,1.2142027409567104,2.7725069012017127,252.20551169847096,3.747718345233542,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4436485194565509,-0.36554161164661625,Declining (Volatile)
