cluster,roa_trend,roa_trend_r2,roa_volatility,roe_trend,roe_trend_r2,roe_volatility,ebit_margin_trend,ebit_margin_trend_r2,ebit_margin_volatility,revt_trend,revt_trend_r2,revt_volatility,revt_cagr,debt_to_equity_trend,debt_to_equity_trend_r2,debt_to_equity_volatility,cluster_name
-1,-0.08201979792774902,0.3580735582316911,3.392351492848178,-3.806635080984318,0.25001552620726114,49.44503473776261,5.03714559308595,0.3416778198144109,24.224508739364875,440.5842585688904,0.5715599644626206,3067.671342559434,5.532991167306925,-0.3196886426175504,0.34927449205783917,3.826185830406575,Growing
