cluster,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,roa_trend,cluster_name
0,3.2006502085365027,8.600234625467653,3.89502982696756,26.076733331415113,26.435286440559583,1.3612339600816723,0.5155519034270306,3.1445274774502128,-0.22320438274624935,Mid
1,-1.2919699323849902,40.0766185300384,-1.8770320670941127,23.475371512181397,3.8865599458222184,1.0385451378745694,5.978591062587205,21.610568607681298,-1.0572478084320216,Strong Performers
2,10.208908271671195,33.34289041997723,22.3902551625403,27.543459131716425,12.145342748585225,1.681137716980691,2.066057706703075,4.86717458373551,2.8704713068283403,Top Tier
3,7.929676224438579,2.0875747498295745,11.708157080583673,52.80659985191528,8.16036002423487,1.598771785499583,0.6768431755006007,3.4636469490072264,-0.16810370102326486,Upper-Mid
4,-0.10179957895530281,-20.156592997013114,-0.3317322967088418,-227.66073330859248,22.552523167863217,1.4528447281432735,8.513302179243974,12.549396710827331,-0.5019966193768127,Lower-Mid
5,-3.619673127323022,-304.8581565296055,-17.10281505620204,41.78591481069656,8.068873647242745,0.6217871931228006,23.839936675760104,30.332197831710175,-0.8304749008107997,Challenged
