dlc,oibdp,at,ppent,gvkey,invt,loc,revt,oancf,isin,cogs,fyear,ebitda,ebit,act,che,sale,conm,emp,lt,rect,seq,xsga,dltt,datadate,ceq,ib,sic,lct,dp,naics,roa,roe,ebit_margin,ebitda_margin,net_profit_margin,current_ratio,quick_ratio,cash_ratio,debt_to_equity,total_debt_to_equity,equity_ratio,debt_ratio,asset_turnover,revenue_per_employee,receivables_turnover,days_sales_outstanding,revenue_growth,asset_growth,employee_growth,roa_outlier,roe_outlier,ebit_margin_outlier,ebitda_margin_outlier,net_profit_margin_outlier,current_ratio_outlier,quick_ratio_outlier,cash_ratio_outlier,debt_to_equity_outlier,total_debt_to_equity_outlier,equity_ratio_outlier,debt_ratio_outlier,asset_turnover_outlier,receivables_turnover_outlier,revenue_growth_outlier,asset_growth_outlier,employee_growth_outlier,years_available,latest_year
13.0,399.5,1676.0,427.0,103200,325.0,DEU,2267.0,300.0,DE000A3E5D64,1377.0,2016.0,399.5,352.5,862.0,159.0,2267.0,FUCHS SE,4.898,471.0,361.0,1204.0,445.5,0.0,2016-12-31,1204.0,259.0,2990.0,387.0,47.0,324191.0,21.03221957040573,21.511627906976745,15.549183943537717,17.622408469342744,11.424790471989413,2.227390180878553,1.3875968992248062,0.4108527131782946,0.0,0.010797342192691,71.83770883054893,28.10262529832935,1.3526252983293556,462.8419763168641,6.2797783933518,58.1230701367446,9.037564330720029,12.46057840703214,1.5550487248600309,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
1.0,416.0,1751.0,471.0,103200,366.0,DEU,2473.0,242.0,DE000A3E5D64,1544.0,2017.0,416.0,363.0,930.0,161.0,2473.0,FUCHS SE,5.19,444.0,388.0,1306.0,471.0,0.0,2017-12-31,1306.0,269.0,2990.0,377.0,53.0,324191.0,20.73101085094232,20.597243491577338,14.678528103517992,16.8216740800647,10.87747674888799,2.46684350132626,1.4960212201591512,0.4270557029177719,0.0,0.0007656967840735,74.58595088520845,25.35693889206168,1.4123358081096515,476.49325626204234,6.373711340206185,57.26647796198949,9.086898985443328,4.474940334128874,5.961616986525131,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
4.0,415.0,1891.0,521.0,103200,410.0,DEU,2567.0,267.0,DE000A3E5D64,1617.0,2018.0,415.0,357.0,1018.0,195.0,2567.0,FUCHS SE,5.446,435.0,398.0,1455.0,482.0,0.0,2018-12-31,1455.0,288.0,2990.0,369.0,58.0,324191.0,18.878900052882074,19.79381443298969,13.90728476821192,16.16673159329957,11.219322165952471,2.758807588075881,1.6476964769647695,0.5284552845528455,0.0,0.0027491408934707,76.94341618191433,23.00370174510841,1.3574828133262824,471.3551230260742,6.449748743718593,56.59135177249708,3.801051354630003,7.9954311821816,4.932562620423875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
12.0,399.0,2023.0,647.0,103200,381.0,DEU,2572.0,329.0,DE000A3E5D64,1616.0,2019.0,399.0,326.0,1022.0,219.0,2572.0,FUCHS SE,5.627,462.0,407.0,1560.0,501.0,14.0,2019-12-31,1560.0,228.0,2990.0,373.0,73.0,324191.0,16.11468116658428,14.615384615384617,12.674961119751163,15.51321928460342,8.864696734059098,2.739946380697051,1.7184986595174263,0.5871313672922251,0.0089743589743589,0.0166666666666666,77.11319822046465,22.837370242214533,1.2713791398912506,457.0819264261596,6.319410319410319,57.758553654743395,0.1947798987144589,6.980433632998406,3.3235402130003644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
14.0,388.0,2120.0,700.0,103200,359.0,DEU,2378.0,360.0,DE000A3E5D64,1450.0,2020.0,388.0,308.0,974.0,209.0,2378.0,FUCHS SE,5.728,540.0,387.0,1579.0,495.0,16.0,2020-12-31,1579.0,220.0,2990.0,409.0,80.0,324191.0,14.528301886792452,13.932868904369856,12.95206055508831,16.31623212783852,9.251471825063078,2.3814180929095357,1.5036674816625917,0.511002444987775,0.0101329955668144,0.018999366687777,74.4811320754717,25.471698113207548,1.1216981132075472,415.15363128491623,6.144702842377261,59.40075693860387,-7.542768273716948,4.794859120118633,1.7949173627154869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
35.0,441.0,2311.0,744.0,103200,507.0,DEU,2871.0,169.0,DE000A3E5D64,1828.0,2021.0,441.0,355.0,1121.0,146.0,2871.0,FUCHS SE,5.976,555.0,446.0,1753.0,554.0,14.0,2021-12-31,1753.0,253.0,2990.0,453.0,86.0,324191.0,15.36131544785807,14.432401597261835,12.365029606408918,15.36050156739812,8.812260536398467,2.4746136865342163,1.3554083885209711,0.3222958057395143,0.0079863091842555,0.0279520821448944,75.85460839463435,24.015577672003463,1.242319342276071,480.421686746988,6.437219730941704,56.70149773598049,20.73170731707317,9.009433962264149,4.32960893854748,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
161.0,457.0,2523.0,751.0,103200,635.0,DEU,3412.0,128.0,DE000A3E5D64,2273.0,2022.0,457.0,364.0,1318.0,119.0,3412.0,FUCHS SE,6.104,682.0,530.0,1838.0,614.0,18.0,2022-12-31,1838.0,259.0,2990.0,594.0,93.0,324191.0,14.42726912405866,14.091403699673558,10.66822977725674,13.393903868698713,7.590855803048066,2.218855218855219,1.14983164983165,0.2003367003367003,0.0097932535364526,0.0973884657236126,72.84978200554895,27.031311930241777,1.3523583036068172,558.9777195281782,6.437735849056604,56.69695193434936,18.843608498780902,9.173517957594113,2.1419009370816644,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
35.0,507.0,2423.0,751.0,103200,524.0,DEU,3541.0,543.0,DE000A3E5D64,2312.0,2023.0,507.0,414.0,1243.0,175.0,3541.0,FUCHS SE,6.272,619.0,521.0,1800.0,650.0,28.0,2023-12-31,1800.0,282.0,2990.0,525.0,93.0,324191.0,17.086256706562114,15.666666666666668,11.69161253883084,14.3179892685682,7.963852019203614,2.3676190476190477,1.3695238095238096,0.3333333333333333,0.0155555555555555,0.035,74.28807263722658,25.54684275691292,1.4614114733801074,564.5727040816327,6.796545105566219,53.703756001129626,3.780773739742082,-3.963535473642488,2.752293577981657,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
60.0,533.0,2610.0,813.0,103200,567.0,DEU,3525.0,390.0,DE000A3E5D64,2222.0,2024.0,533.0,436.0,1285.0,153.0,3525.0,FUCHS SE,6.781,710.0,551.0,1897.0,697.0,52.0,2024-12-31,1897.0,302.0,2990.0,580.0,97.0,324191.0,16.704980842911876,15.919873484449129,12.368794326241137,15.120567375886528,8.567375886524822,2.2155172413793105,1.2379310344827583,0.2637931034482759,0.0274117026884554,0.059040590405904,72.68199233716474,27.203065134099617,1.3505747126436782,519.8348326205574,6.397459165154265,57.05390070921986,-0.4518497599548143,7.71770532397853,8.115433673469386,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True
654.0,1842.0,21546.0,1472.0,103255,693.0,DEU,16695.0,1523.0,DE0005229900,12400.0,2014.0,1842.0,1369.0,7369.0,1332.0,16695.0,BERTELSMANN SE & CO KGAA,112.037,13116.0,3731.0,6535.0,695.0,2777.0,2014-12-31,6535.0,159.0,4833.0,6687.0,473.0,515120.0,6.353847581917757,2.433052792654935,8.200059898173105,11.033243486073676,0.9523809523809524,1.1019889337520563,0.9983550171975476,0.1991924629878869,0.4249426166794185,0.5250191277735272,30.33045576905226,60.87440824282929,0.7748538011695907,149.01327240108176,4.474671669793621,81.57023060796645,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
1000.0,1918.0,22908.0,1507.0,103255,707.0,DEU,17172.0,1600.0,DE0005229900,12844.0,2015.0,1918.0,1495.0,7789.0,1315.0,17172.0,BERTELSMANN SE & CO KGAA,117.249,13436.0,3948.0,7491.0,751.0,3488.0,2015-12-31,7491.0,674.0,4833.0,7245.0,423.0,515120.0,6.526104417670683,8.997463623014283,8.70603307710226,11.169345446075006,3.924994176566503,1.0750862663906142,0.9775017253278124,0.1815044858523119,0.4656254171672674,0.5991189427312775,32.700366684127815,58.65199930155405,0.749607124148769,146.457539083489,4.349544072948328,83.91684136967156,2.857142857142847,6.3213589529379055,4.652034595713905,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
331.0,2017.0,23794.0,1497.0,103255,680.0,DEU,16984.0,1954.0,DE0005229900,12794.0,2016.0,2017.0,1606.0,8142.0,1374.0,16984.0,BERTELSMANN SE & CO KGAA,116.434,13853.0,4044.0,7872.0,698.0,4176.0,2016-12-31,7872.0,685.0,4833.0,6688.0,411.0,515120.0,6.749600739682273,8.701727642276422,9.455958549222798,11.87588318417334,4.0332077249175695,1.2174043062200957,1.1157296650717703,0.2054425837320574,0.5304878048780488,0.572535569105691,33.0839707489283,58.22055980499285,0.7137933932924266,145.86804541628734,4.1998021760633035,86.90885539331136,-1.0948054973212162,3.867644491007516,-0.6951018772015094,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
754.0,2010.0,23705.0,1603.0,103255,644.0,DEU,17190.0,1642.0,DE0005229900,13022.0,2017.0,2010.0,1574.0,8172.0,1445.0,17190.0,BERTELSMANN SE & CO KGAA,119.089,14545.0,4236.0,7836.0,704.0,4664.0,2017-12-31,7836.0,783.0,4833.0,7230.0,436.0,515120.0,6.639949377768403,9.992343032159264,9.1564863292612,11.69284467713787,4.554973821989529,1.1302904564315353,1.0412171507607193,0.1998616874135546,0.5952016334864727,0.6914241960183767,33.05631723265134,61.358363214511705,0.7251634676228643,144.34582539109405,4.058073654390935,89.94415357766144,1.2129062647197264,-0.3740438766075438,2.2802617792053947,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
770.0,1939.0,25343.0,1590.0,103255,640.0,DEU,17673.0,1437.0,DE0005229900,13236.0,2018.0,1939.0,1498.0,8910.0,1405.0,17673.0,BERTELSMANN SE & CO KGAA,117.22,15460.0,4738.0,8474.0,676.0,5083.0,2018-12-31,8474.0,752.0,4833.0,7674.0,441.0,515120.0,5.9109024188138735,8.874203445834317,8.476206642901602,10.971538505064222,4.255078368132179,1.1610633307271303,1.0776648423247328,0.1830857440708887,0.5998347887656361,0.6907009676658012,33.437241052756185,61.003038314327426,0.6973523260860988,150.7677870670534,3.730054875474884,97.8537882645844,2.8097731239092427,6.909934612950863,-1.5694144715296954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
777.0,2314.0,27317.0,2867.0,103255,671.0,DEU,18023.0,2090.0,DE0005229900,13349.0,2019.0,2314.0,1622.0,9339.0,1639.0,18023.0,BERTELSMANN SE & CO KGAA,126.447,16839.0,4853.0,8854.0,464.0,6141.0,2019-12-31,8854.0,728.0,4833.0,7749.0,692.0,515120.0,5.937694475967346,8.222272419245538,8.999611607390555,12.839149975031903,4.0392831382122845,1.205187766163376,1.1185959478642404,0.2115111627306749,0.6935848204201491,0.7813417664332505,32.412051103708315,61.64293297214189,0.6597723029615258,142.5340261137077,3.7137852874510617,98.2824723963824,1.9804221128274735,7.789133093950995,7.871523630779742,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
1105.0,2370.0,29704.0,2603.0,103255,568.0,DEU,17289.0,2994.0,DE0005229900,12814.0,2020.0,2370.0,1656.0,12721.0,4678.0,17289.0,BERTELSMANN SE & CO KGAA,132.842,18946.0,4747.0,9096.0,354.0,7422.0,2020-12-31,9096.0,1152.0,4833.0,8672.0,714.0,515120.0,5.57500673309992,12.66490765171504,9.578344612181157,13.70813812250564,6.663196251952108,1.4669049815498154,1.4014068265682658,0.5394372693726938,0.8159630606860159,0.9374450307827616,30.622138432534346,63.78265553460813,0.5820428225154861,130.14709203414583,3.6420897408889825,100.21719012088612,-4.072573933307444,8.738148405754664,5.057454902053826,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
1198.0,2644.0,31714.0,2656.0,103255,787.0,DEU,18696.0,1792.0,DE0005229900,13842.0,2021.0,2644.0,1970.0,13025.0,4946.0,18696.0,BERTELSMANN SE & CO KGAA,145.027,18106.0,4961.0,11611.0,394.0,6352.0,2021-12-31,11611.0,1800.0,4833.0,9110.0,674.0,515120.0,6.211767673582645,15.502540694169324,10.537013264869492,14.142062473256312,9.62772785622593,1.429747530186608,1.3433589462129527,0.5429198682766191,0.5470674360520197,0.6502454568943243,36.61159109541528,57.091505328876835,0.5895188244939144,128.91392637233068,3.768595041322314,96.8530701754386,8.138122505639434,6.766765418798815,9.1725508498818,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
817.0,2207.0,32818.0,3037.0,103255,855.0,DEU,20245.0,1382.0,DE0005229900,15029.0,2022.0,2207.0,1389.0,12438.0,3378.0,20245.0,BERTELSMANN SE & CO KGAA,164.691,17751.0,5433.0,12538.0,440.0,6839.0,2022-12-31,12538.0,668.0,4833.0,8847.0,818.0,515120.0,4.232433420683771,5.327803477428617,6.860953321807854,10.901457149913558,3.2995801432452456,1.4059003051881993,1.3092573753814851,0.3818243472363513,0.5454617961397352,0.6106237039400223,38.2046437930404,54.08921933085502,0.6168870741666159,122.92717877722522,3.726302227130499,97.9523339096073,8.285194694052201,3.481112442454437,13.558854558116783,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
1178.0,2057.0,32622.0,2692.0,103255,724.0,DEU,20169.0,1915.0,DE0005229900,15136.0,2023.0,2057.0,1119.0,13142.0,3383.0,20169.0,BERTELSMANN SE & CO KGAA,80.418,17455.0,5620.0,12942.0,461.0,6095.0,2023-12-31,12942.0,923.0,4833.0,9277.0,938.0,515120.0,3.4302004782048923,7.13181888425282,5.548118399524022,10.198819971242996,4.576330011403639,1.416621752721785,1.338579282095505,0.3646653012827422,0.4709473033534229,0.561968783804667,39.67261357366195,53.50683587762859,0.6182637483906566,250.80205924046857,3.5887900355871887,101.70558778323168,-0.3754013336626283,-0.5972332256688362,-51.170373608758226,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11,False
1125.0,2462.0,32951.0,2915.0,103255,883.0,DEU,18988.0,2172.0,DE0005229900,13852.0,2024.0,2462.0,1681.0,12565.0,2450.0,18988.0,BERTELSMANN SE & CO KGAA,74.607,17301.0,5548.0,13532.0,479.0,5832.0,2024-12-31,13532.0,784.0,4833.0,9357.0,781.0,515120.0,5.101514369821857,5.793674253621046,8.852959764061513,12.966083842426796,4.128923530650938,1.342844928930213,1.248477075985893,0.2618360585657796,0.4309784215193615,0.5141146911025717,41.067038936602835,52.50523504597736,0.5762495827137264,254.50694975002347,3.4224945926459984,106.6473562249842,-5.855520848827411,1.0085218564159115,-7.22599418040738,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True
0.23,262.316,2427.537,476.083,103269,650.021,DEU,2989.322,248.841,DE0006335003,1487.586,2014.0,262.316,199.839,1755.518,336.444,2989.322,KRONES AG,,1439.038,695.446,987.742,876.319,0.248,2014-12-31,987.742,135.88,3560.0,1164.134,62.477,333993.0,8.232171126536898,13.756628755282248,6.685094479617786,8.775100173216535,4.545512326875458,1.50800337418201,0.949630369012502,0.2890079664368535,0.0002510777105762,0.0004839320389332,40.6890605580883,59.27975557118182,1.2314218073710104,,4.298424320507991,84.91483687605417,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
0.091,300.7,2706.633,475.12,103269,724.502,DEU,3211.841,174.431,DE0006335003,1586.579,2015.0,300.7,235.415,2009.375,364.585,3211.841,KRONES AG,13.346,1595.917,811.819,1111.133,941.665,0.238,2015-12-31,1111.133,157.429,3560.0,1317.424,65.285,333993.0,8.697706707928264,14.16833088388159,7.329596950783055,9.362231816581208,4.90151909761411,1.5252302979147183,0.9752919333487168,0.2767408214819223,0.0002141957803431,0.0002960941669449,41.05222244759449,58.963184147980165,1.1866555236709226,240.65944852390228,3.956351107820832,92.25672597117976,7.443794947483062,11.497085317340172,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
0.117,298.192,3070.831,481.241,103269,728.35,DEU,3433.411,194.671,DE0006335003,1767.249,2016.0,298.192,227.629,2272.316,368.889,3433.411,KRONES AG,14.443,1845.301,1040.671,1227.599,998.711,0.166,2016-12-31,1227.599,170.754,3560.0,1537.299,70.563,333993.0,7.412618929534057,13.909590998363472,6.629820898226282,8.685007416822513,4.973304972809838,1.4781223431486,1.0043368271234157,0.2399591751507026,0.0001352233098919,0.0002305313054181,39.97611721387468,60.091258685352585,1.1180722742475897,237.72145676106072,3.2992280941815424,110.6319386173109,6.898535761888591,13.45575850142964,8.219691293271381,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
24.716,310.728,3039.818,500.265,103269,611.82,DEU,3739.514,-5.856,DE0006335003,1945.057,2017.0,310.728,233.916,2157.628,181.995,3739.514,KRONES AG,15.299,1709.707,1235.521,1333.196,1086.081,0.006,2017-12-31,1333.196,188.759,3560.0,1395.697,76.812,333993.0,7.695065954606492,14.158383313481288,6.255251350843986,8.309315060727144,5.047688015073616,1.5459143352747768,1.1075527138053605,0.1303972137218895,4.500463547745418e-06,0.018543409971227,43.85775727362625,56.243729065358515,1.230176938224591,244.42865546767763,3.0266697207089157,120.59459197104222,8.915419680312088,-1.00992206995435,5.926746520805937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
0.673,295.075,3321.389,558.16,103269,320.734,DEU,3903.602,315.053,DE0006335003,2086.553,2018.0,295.075,213.422,2311.63,218.802,3903.602,KRONES AG,16.545,1888.183,1614.214,1433.278,1163.307,3.346,2018-12-31,1433.278,151.083,3560.0,1529.427,81.653,333993.0,6.425685157625319,10.541081353373176,5.467309423450444,7.559044185344716,3.870348462778736,1.5114353283942288,1.3017267251068538,0.1430614210419981,0.0023345087275462,0.0028040617381973,43.152970037535496,56.84919773022672,1.175292023909274,235.93847083711088,2.418267961992648,150.93447282791635,4.387949877978792,9.262758494094058,8.144323158376388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
101.98,263.959,3319.436,681.484,103269,382.523,DEU,4021.892,93.525,DE0006335003,2072.036,2019.0,263.959,136.321,2165.387,110.382,4021.892,KRONES AG,17.353,1949.41,1520.497,1370.655,1254.093,59.31,2019-12-31,1370.655,9.491,3560.0,1497.405,127.638,333993.0,4.10675186989597,0.6924426642736502,3.389474406572827,6.563055397807799,0.2359834625096845,1.4460930743519624,1.1906357999338857,0.0737155278632033,0.0432712827079024,0.1176736669694416,41.2918037883544,58.72714521382548,1.2116190822778323,231.7692617991125,2.645116695396308,137.99013126160523,3.030278189221125,-0.0588007005502766,4.883650649743121,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
55.063,157.221,3049.508,651.829,103269,355.12,DEU,3359.491,321.767,DE0006335003,1689.601,2020.0,157.221,30.127,1957.016,216.988,3359.491,KRONES AG,16.736,1849.56,1239.704,1200.525,1146.221,72.218,2020-12-31,1200.525,-79.705,3560.0,1374.035,127.094,333993.0,0.987929856225988,-6.639178692655295,0.8967727551584451,4.679905378523116,-2.372532029405645,1.424283952009956,1.165833475857602,0.1579202858733583,0.0601553487016097,0.1060211157618541,39.36782589191437,60.651095193060655,1.1016501678303516,200.73440487571705,2.709913818137233,134.69063021749426,-16.469885317656463,-8.131742862341685,-3.555581167521471,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
29.626,286.545,3494.836,660.806,103269,433.604,DEU,3688.021,305.733,DE0006335003,1823.104,2021.0,286.545,148.959,2362.032,383.371,3688.021,KRONES AG,16.303,2103.253,1349.272,1392.14,1212.582,72.896,2021-12-31,1392.14,141.366,3560.0,1668.842,137.586,333993.0,4.26226008888543,10.1545821540937,4.03899543955959,7.769614110114882,3.833112663946328,1.415371856652697,1.1555485779959995,0.2297227658460177,0.0523625497435602,0.0736434553996006,39.834201089836554,60.181736710964415,1.055277271952103,226.21732196528245,2.7333413870590957,133.5361919034626,9.779159997749677,14.60327370841461,-2.5872370936902422,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
23.846,394.33,4171.166,686.897,103269,589.445,DEU,4252.711,478.699,DE0006335003,2109.105,2022.0,394.33,255.2,3006.977,674.502,4252.711,KRONES AG,17.164,2573.093,1553.015,1598.574,1275.423,87.083,2022-12-31,1598.574,187.025,3560.0,2198.248,139.13,333993.0,6.118193330114409,11.699489670168536,6.0008780281566265,9.272438216469446,4.397782967147309,1.3678970707581672,1.0997539859014995,0.3068361713510031,0.0544754262236218,0.0693924710398142,38.32439178877081,61.68761924123854,1.01954968946333,247.76922628757865,2.7383579682102233,133.291558020284,15.3114637904719,19.35226717362417,5.281236582224125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
37.036,446.714,4477.109,745.433,103269,641.374,DEU,4765.479,137.622,DE0006335003,2429.358,2023.0,446.714,298.949,3149.711,448.364,4765.479,KRONES AG,18.513,2762.186,1839.928,1715.385,1398.226,102.704,2023-12-31,1715.385,224.511,3560.0,2351.957,147.765,333993.0,6.677277680753361,13.08808226724613,6.273220383512339,9.373958000864132,4.711194824276846,1.3391873235777694,1.0664893108164817,0.1906344376193952,0.0598722735712391,0.081462762003865,38.31456862006263,61.69575053901971,1.0644098680644138,257.4125749473343,2.5900355883491093,140.9247045260298,12.057438184725,7.334711684934136,7.859473316243304,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
42.073,513.295,4749.469,832.211,103269,664.752,DEU,5352.733,452.17,DE0006335003,2665.788,2024.0,513.295,375.33,3198.498,442.483,5352.733,KRONES AG,19.788,2827.932,1910.958,1921.706,1587.532,94.55,2024-12-31,1921.706,276.919,3560.0,2392.927,137.965,333993.0,7.90256763440292,14.410060644031915,7.011932035466742,9.589400405363016,5.173413282523152,1.336646709239354,1.0588480133326257,0.1849128703048609,0.0492010744619624,0.0710946419483521,40.46149158990195,59.54206670261454,1.1270171465483827,270.50399231857693,2.8010730743428165,130.307203815322,12.32308441606813,6.083389973306419,6.887052341597788,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True
2154.0,5796.0,38507.0,2060.0,103487,0.0,DEU,17560.0,3499.0,DE0007164600,4263.0,2014.0,5796.0,4786.0,8981.0,3369.0,17560.0,SAP SE,74.406,18909.0,4818.0,19504.0,5174.0,8931.0,2014-12-31,19504.0,3280.0,7372.0,8544.0,1010.0,513210.0,12.4289090295271,16.81706316652994,27.255125284738043,33.006833712984054,18.678815489749432,1.0511470037453183,1.0511470037453183,0.394311797752809,0.4579060705496308,0.5683449548810501,50.65053107227258,49.105357467473446,0.4560209831978601,236.0024729188506,3.6446658364466584,100.14635535307517,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
567.0,6163.0,41390.0,2126.0,103487,0.0,DEU,20793.0,3638.0,DE0007164600,5337.0,2015.0,6163.0,4874.0,9739.0,3438.0,20793.0,SAP SE,76.986,18095.0,5818.0,23267.0,6449.0,8628.0,2015-12-31,23267.0,3064.0,7372.0,7867.0,1289.0,513210.0,11.77579125392607,13.168865775561954,23.440580964747753,29.639782619150672,14.735728370124562,1.237956018812762,1.237956018812762,0.4370153807042074,0.3708256328705892,0.3951949112476898,56.21406136748007,43.71828944189418,0.5023677216719015,270.08806796040835,3.5739085596424887,102.12908190256336,18.411161731207297,7.486950424598127,3.467462301427293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
1430.0,6429.0,44277.0,2434.0,103487,0.0,DEU,22062.0,4628.0,DE0007164600,5316.0,2016.0,6429.0,5161.0,11564.0,3898.0,22062.0,SAP SE,84.183,17880.0,7114.0,26376.0,7270.0,6450.0,2016-12-31,26376.0,3646.0,7372.0,9674.0,1268.0,513210.0,11.656164600130992,13.823172581134363,23.393164717613995,29.14060375305956,16.526153567219655,1.195369030390738,1.195369030390738,0.4029357039487286,0.244540491355778,0.2987564452532605,59.57043160105698,40.382139711362555,0.4982722406667118,262.0719147571362,3.1012088838909193,117.69603843713172,6.10301543788776,6.975114762019818,9.34845296547424,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
1298.0,6331.0,42497.0,2754.0,103487,0.0,DEU,23460.0,5045.0,DE0007164600,5780.0,2017.0,6331.0,5059.0,11930.0,4050.0,23460.0,SAP SE,88.543,16957.0,7207.0,25509.0,7999.0,5003.0,2017-12-31,25509.0,4018.0,7372.0,10210.0,1272.0,513210.0,11.904369720215543,15.751303461523383,21.564364876385337,26.986359761295827,17.127024722932653,1.168462291870715,1.168462291870715,0.3966699314397649,0.1961268571876592,0.2470108589125406,60.025413558604136,39.90164011577288,0.5520389674565264,264.95601007420123,3.2551685860968504,112.12936913895992,6.336687516997563,-4.02014589967703,5.1791929486951105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
768.0,7084.0,51491.0,3329.0,103487,0.0,DEU,24707.0,4303.0,DE0007164600,6100.0,2018.0,7084.0,5722.0,16620.0,8953.0,24707.0,SAP SE,96.498,22614.0,6879.0,28832.0,7879.0,10535.0,2018-12-31,28832.0,4083.0,7372.0,10481.0,1362.0,513210.0,11.112621623196286,14.161348501664817,23.159428502043955,28.672036265026108,16.52568098109847,1.5857265528098463,1.5857265528098463,0.8542123843144738,0.3653926193118756,0.3920296892341842,55.9942514225787,43.918354663921846,0.4798314268512944,256.0363945366743,3.5916557639191744,101.62443841826205,5.315430520034092,21.163846859778342,8.984335294715562,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
2920.0,7474.0,60215.0,5460.0,103487,0.0,DEU,27554.0,3496.0,DE0007164600,6483.0,2019.0,7474.0,5602.0,15213.0,5419.0,27554.0,SAP SE,100.33,29393.0,8736.0,30746.0,9322.0,12900.0,2019-12-31,30746.0,3321.0,7372.0,14462.0,1872.0,513210.0,9.303329735115836,10.80140506082092,20.330986426653116,27.124918342164477,12.052696523190823,1.0519291937491355,1.0519291937491355,0.3747061264002213,0.4195667729135497,0.5145384765497951,51.060367018184834,48.81341858340945,0.457593622851449,274.6337087610884,3.1540750915750917,115.72330696087684,11.523050147731407,16.942766697092694,3.971066757860253,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
1863.0,8258.0,58472.0,4942.0,103487,0.0,DEU,27338.0,7194.0,DE0007164600,6054.0,2020.0,8258.0,6427.0,15069.0,6866.0,27338.0,SAP SE,102.43,28544.0,7092.0,29717.0,8462.0,13600.0,2020-12-31,29717.0,5145.0,7372.0,12842.0,1831.0,513210.0,10.991585716240252,17.31332234074772,23.50940083400395,30.20703782281074,18.81995756822006,1.1734153558635727,1.1734153558635727,0.5346519233764211,0.4576505030790456,0.5203418918464179,50.82261595293473,48.81652756875086,0.4675400191544671,266.8944645123499,3.854765933446136,94.68798010095836,-0.7839152210205369,-2.894627584488918,2.0930927937805377,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
4167.0,7133.0,71169.0,4900.0,103487,0.0,DEU,27842.0,6223.0,DE0007164600,5949.0,2021.0,7133.0,5358.0,20044.0,11580.0,27842.0,SAP SE,107.415,29646.0,7050.0,38853.0,9546.0,10980.0,2021-12-31,38853.0,5256.0,7372.0,16136.0,1775.0,513210.0,7.528558782616027,13.527912902478572,19.244307161841824,25.619567559801737,18.877954169959057,1.242191373326723,1.242191373326723,0.717649975210709,0.2826036599490387,0.3898540653231411,54.59258947013447,41.65577709395945,0.3912096558895024,259.2002979099753,3.949219858156028,92.42331729042454,1.843587680152159,21.71466684909016,4.866738260275305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
