dlc,oibdp,at,ppent,gvkey,invt,loc,revt,oancf,isin,cogs,fyear,ebitda,ebit,act,che,sale,conm,emp,lt,rect,seq,xsga,dltt,datadate,ceq,ib,sic,lct,dp,naics,roa,roe,ebit_margin,ebitda_margin,net_profit_margin,current_ratio,quick_ratio,cash_ratio,debt_to_equity,total_debt_to_equity,equity_ratio,debt_ratio,asset_turnover,revenue_per_employee,receivables_turnover,days_sales_outstanding,revenue_growth,asset_growth,employee_growth,roa_outlier,roe_outlier,ebit_margin_outlier,ebitda_margin_outlier,net_profit_margin_outlier,current_ratio_outlier,quick_ratio_outlier,cash_ratio_outlier,debt_to_equity_outlier,total_debt_to_equity_outlier,equity_ratio_outlier,debt_ratio_outlier,asset_turnover_outlier,receivables_turnover_outlier,revenue_growth_outlier,asset_growth_outlier,employee_growth_outlier,years_available,latest_year
3540.0,6675.0,80415.0,17773.0,17436,13681.0,DEU,65260.0,6946.0,DE000BASF111,44695.0,2024.0,6675.0,2864.0,31232.0,3683.0,65260.0,BASF SE,109.717,43532.0,12244.0,35599.0,10347.0,20455.0,2024-12-31,35599.0,1298.0,2800.0,17039.0,3811.0,325.0,3.561524591183237,3.646169836231355,4.388599448360404,10.228317499233832,1.988967208090714,1.832971418510476,1.0300487117788604,0.2161511825811373,0.574594791988539,0.6740357875221215,44.26910402288131,54.13417894671392,0.8115401355468507,594.8029931551173,5.329957530218882,68.48084584737971,-5.285768192505302,3.9020608566444848,0.0282624947577581,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True
36290.0,13048.0,189635.0,56232.0,17828,20864.0,DEU,129872.0,-1274.0,DE0007100000,84302.0,2014.0,13048.0,9354.0,77145.0,17280.0,129872.0,MERCEDES BENZ GROUP AG,279.972,145051.0,35403.0,43665.0,14067.0,50399.0,2014-12-31,43665.0,6962.0,3711.0,66974.0,3694.0,336110.0,4.932633743770928,15.944120004580329,7.202476284341505,10.046815325859308,5.360662806455587,1.1518649027981007,0.8403410278615582,0.2580105712664616,1.1542196267033094,1.9853200503836024,23.02581274553748,76.48957207266591,0.6848524797637567,463.8749589244639,3.668389684490015,99.49869871873844,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
41311.0,16657.0,217166.0,63264.0,17828,23760.0,DEU,149467.0,222.0,DE0007100000,97341.0,2015.0,16657.0,12522.0,91847.0,19607.0,149467.0,MERCEDES BENZ GROUP AG,284.015,162542.0,44209.0,53561.0,14734.0,59831.0,2015-12-31,53561.0,8424.0,3711.0,77081.0,4135.0,336110.0,5.7660959818756155,15.727861690409068,8.377769005867517,11.144265958372085,5.63602668147484,1.191564717634696,0.8833175490717556,0.254368780892827,1.117062788222774,1.8883515991112936,24.663621377195323,74.84689131816215,0.6882615142333515,526.264457863141,3.380917912642222,107.958847103374,15.087932733768628,14.517889630078828,1.4440729787264406,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
47288.0,16861.0,242988.0,73323.0,17828,25384.0,DEU,153261.0,3711.0,DE0007100000,99275.0,2016.0,16861.0,12663.0,102052.0,23466.0,153261.0,MERCEDES BENZ GROUP AG,282.488,183855.0,48240.0,57950.0,14385.0,70398.0,2016-12-31,57950.0,8526.0,3711.0,84457.0,4198.0,336110.0,5.211368462640131,14.712683347713543,8.262375946914089,11.001494183125518,5.563059095268855,1.2083308665948354,0.9077755544241448,0.2778455308618587,1.2148058671268336,2.0308196721311473,23.84891434967982,75.6642303323621,0.6307348511037583,542.5398601002521,3.1770522388059703,114.88637030947208,2.5383529474733546,11.890443255389885,-0.5376476594545987,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
48746.0,17332.0,255605.0,75695.0,17828,25686.0,DEU,164330.0,-1652.0,DE0007100000,105308.0,2017.0,17332.0,12966.0,106735.0,21199.0,164330.0,MERCEDES BENZ GROUP AG,289.321,190291.0,54980.0,64023.0,15206.0,78378.0,2017-12-31,64023.0,10525.0,3711.0,87105.0,4366.0,336110.0,5.072670722403709,16.439404588975837,7.890220896975599,10.54706992028236,6.404795229112152,1.2253601974628323,0.9304747144251192,0.2433729407037483,1.2242162972681692,1.9855989253861897,25.04763208857417,74.44729171964555,0.6429060464388412,567.9850408369941,2.9889050563841395,122.11829854560943,7.222320094479362,5.192437486624857,2.418863810144156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
56240.0,14176.0,281619.0,80424.0,17828,29489.0,DEU,167362.0,343.0,DE0007100000,106822.0,2018.0,14176.0,9409.0,121613.0,24799.0,167362.0,MERCEDES BENZ GROUP AG,298.683,215566.0,62388.0,64667.0,15379.0,88662.0,2018-12-31,64667.0,7249.0,3711.0,97952.0,4767.0,336110.0,3.341038779343723,11.209736032288491,5.621945244440195,8.470262066657904,4.331329692522795,1.2415570891865404,0.940501470107808,0.2531750245017968,1.3710547883773796,2.2407410271081076,22.96258420063987,76.54526150579328,0.5942851867239072,560.3331960640545,2.6825992177982947,136.06206904793203,1.845067851274873,10.17742219440152,3.2358522195070405,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
62601.0,8488.0,302438.0,88625.0,17828,29757.0,DEU,172745.0,7888.0,DE0007100000,112668.0,2019.0,8488.0,2530.0,127800.0,26775.0,172745.0,MERCEDES BENZ GROUP AG,298.655,239597.0,67060.0,61344.0,15370.0,99179.0,2019-12-31,61344.0,2377.0,3711.0,105802.0,5958.0,336110.0,0.836535091489826,3.874869587897757,1.4645865292772584,4.913600972531766,1.3760166719731397,1.2079166745430143,0.9266649023647946,0.253067049772216,1.616767736045905,2.6372587376108503,20.2831654752379,79.22185704177384,0.5711749184956917,578.4098709212972,2.575976737250224,141.69382615994672,3.216381257394141,7.392612004161658,-0.0093744873327361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
59303.0,14037.0,285737.0,82798.0,17828,26444.0,DEU,154309.0,22332.0,DE0007100000,95700.0,2020.0,14037.0,7458.0,115264.0,28451.0,154309.0,MERCEDES BENZ GROUP AG,288.481,223489.0,56395.0,60691.0,13287.0,86539.0,2020-12-31,60691.0,3627.0,3711.0,99809.0,6579.0,336110.0,2.6100924976464372,5.976174391590186,4.833159439825286,9.096682630306722,2.3504785851764964,1.1548457553928002,0.8898997084431264,0.2850544540071537,1.4258951080061295,2.4030251602379264,21.240161407168127,78.21493191291292,0.5400385669339287,534.9017786266687,2.736217749800514,133.39581618700143,-10.6723783611682,-5.522123542676516,-3.406606284843705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
52300.0,19949.0,259831.0,72330.0,17828,21466.0,DEU,133893.0,24549.0,DE0007100000,75086.0,2021.0,19949.0,15032.0,102929.0,29864.0,133893.0,MERCEDES BENZ GROUP AG,172.425,186664.0,44403.0,71951.0,10200.0,73543.0,2021-12-31,71951.0,10660.0,3711.0,87675.0,4917.0,336110.0,5.785298905827249,14.815638420591792,11.226875191384163,14.89921056365904,7.961581262650026,1.1739834616481324,0.9291474194468208,0.3406216139150271,1.0221261691984822,1.749009742741588,27.69146098810381,71.84054250647536,0.5153080271407184,776.5289256198347,3.0154043645699615,121.04512558535546,-13.230595752678065,-9.066379222851785,-40.23003248047531,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,11,False
49786.0,21938.0,260015.0,68802.0,17828,25621.0,DEU,150017.0,16894.0,DE0007100000,88434.0,2022.0,21938.0,17469.0,102874.0,24358.0,150017.0,MERCEDES BENZ GROUP AG,168.797,173475.0,48672.0,85415.0,10619.0,62051.0,2022-12-31,85415.0,14501.0,3711.0,88403.0,4469.0,336110.0,6.718458550468243,16.97711174852192,11.644680269569449,14.623675983388548,9.666237826379676,1.1636935398119974,0.8738730586066084,0.2755336357363437,0.7264649066323245,1.3093367675466838,32.850027883006746,66.7173047708786,0.5769551756629425,888.7420984970112,3.0822033201840893,118.42177886506197,12.042451808533672,0.0708152606886836,-2.1041032332898446,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
44914.0,22014.0,263022.0,67802.0,17828,27294.0,DEU,153218.0,14470.0,DE0007100000,90686.0,2023.0,22014.0,17491.0,104032.0,22353.0,153218.0,MERCEDES BENZ GROUP AG,166.056,170206.0,49353.0,91773.0,10948.0,63724.0,2023-12-31,91773.0,14261.0,3711.0,82434.0,4523.0,336110.0,6.650014067264336,15.539428808037222,11.415760550326985,14.367763578691797,9.307653147802478,1.2620035422277216,0.9309022975956522,0.2711623844530169,0.6943654451745067,1.183768646551818,34.89175810388485,64.71169712039297,0.5825292180882208,922.6887315122608,3.1045326525236563,117.57003093631296,2.1337581740735967,1.1564717420148751,-1.6238440256639564,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
39311.0,17353.0,265010.0,71757.0,17828,26234.0,DEU,145594.0,17735.0,DE0007100000,89497.0,2024.0,17353.0,12586.0,101767.0,21741.0,145594.0,MERCEDES BENZ GROUP AG,163.132,171380.0,49973.0,92625.0,11167.0,73487.0,2024-12-31,92625.0,10207.0,3711.0,74826.0,4767.0,336110.0,4.749254745103959,11.019703103913631,8.64458700221163,11.918760388477548,7.010591095786914,1.3600486461925,1.00944858738941,0.2905540854783097,0.7933819163292848,1.217792172739541,34.9515112637259,64.66925776385797,0.5493905890343761,892.4919696932545,2.913453264762972,125.28088382763026,-4.9759166677544435,0.7558303107724873,-1.760851760851767,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True
1620.0,8318.0,104879.0,9558.0,19349,15100.0,DEU,71920.0,7100.0,DE0007236101,48788.0,2014.0,8318.0,5941.0,48076.0,8938.0,71920.0,SIEMENS AG,343.0,73365.0,17921.0,30954.0,10718.0,19326.0,2014-09-30,30954.0,5265.0,9997.0,36598.0,2377.0,999977.0,5.664623041791017,17.00911029269238,8.260567296996662,11.56562847608454,7.3206340378198,1.313623695283895,0.9010328433247718,0.2442209956828242,0.624345803450281,0.6766815274277961,29.514011384547903,69.95203996987004,0.685742617683235,209.6793002915452,4.013168907985046,90.95057007786428,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
2979.0,8100.0,120348.0,10142.0,19349,17253.0,DEU,75636.0,6612.0,DE0007236101,51419.0,2015.0,8100.0,5730.0,51442.0,11132.0,75636.0,SIEMENS AG,348.0,85293.0,19754.0,34474.0,11409.0,26682.0,2015-09-30,34474.0,5251.0,9997.0,39562.0,2370.0,999977.0,4.761192541629275,15.2317688692928,7.575757575757576,10.70918610185626,6.94246126183299,1.300288155300541,0.864187857034528,0.2813811233001365,0.7739745895457446,0.8603875384347625,28.645262073320705,70.87197128327848,0.6284774154950643,217.3448275862069,3.8288954135871216,95.32775397958645,5.166852057842042,14.749377854479915,1.457725947521871,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
6206.0,9715.0,125717.0,10035.0,19349,18160.0,DEU,79644.0,7611.0,DE0007236101,53252.0,2016.0,9715.0,7141.0,55329.0,11897.0,79644.0,SIEMENS AG,351.0,90901.0,21987.0,34211.0,11669.0,24761.0,2016-09-30,34211.0,5262.0,9997.0,42916.0,2574.0,999977.0,5.680218268014668,15.381017801291982,8.966149364672795,12.198031239013613,6.606900708151272,1.2892394444962252,0.8660872401901388,0.2772159567527262,0.7237730554500015,0.9051766975534185,27.21270790744291,72.30605248295775,0.6335181399492511,226.9059829059829,3.6223222813480698,100.76408769022149,5.299063937807391,4.461229102270092,0.8620689655172376,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
5447.0,10351.0,133804.0,10839.0,19349,19942.0,DEU,83049.0,7176.0,DE0007236101,55013.0,2017.0,10351.0,7343.0,58429.0,9617.0,83049.0,SIEMENS AG,372.0,89277.0,24243.0,43089.0,12225.0,26777.0,2017-09-30,43089.0,5993.0,9997.0,43394.0,3008.0,999977.0,5.487877791396371,13.908422103088954,8.841768112800876,12.4637262339101,7.2162217486062445,1.3464764714015762,0.8869198506705996,0.2216205005300272,0.6214347049130868,0.7478474784747847,32.203073151774234,66.72222056141818,0.6206765119129473,223.25,3.4256898898651156,106.54788137123867,4.27527497363267,6.43270202120636,5.982905982905984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
