gvkey,company_name,years_available,roa_trend,roa_trend_r2,roa_volatility,roe_trend,roe_trend_r2,roe_volatility,ebit_margin_trend,ebit_margin_trend_r2,ebit_margin_volatility,revt_trend,revt_trend_r2,revt_volatility,revt_cagr,debt_to_equity_trend,debt_to_equity_trend_r2,debt_to_equity_volatility,fcf_trend,fcf_trend_r2,fcf_volatility,cluster,cluster_name,static_proximity_score,static_profitability_score,static_liquidity_score,static_leverage_score,static_efficiency_score,static_cashflow_score,static_structure_score,static_relative_score,static_overall_score,proximity_score,trends_score,relative_score,overall_score,cluster_name_enriched
17436,BASF SE,11,-0.5203910451744728,0.4618113988120526,2.421572580770398,-1.7381982240373897,0.5355901335056996,7.510745009251506,-0.5584299133540365,0.5278355347349147,2.430632843352111,568.4818181818182,0.042123343710344194,8759.012785423172,-1.292391284636929,0.009783718602490584,0.23775978726264552,0.06345045655132885,-116.9909090909091,0.11235853006194121,1103.695041123975,0,Upper-Mid,67.26440166214073,75.77762840647696,80.38620264192511,85.17713756951173,95.88433051138996,95.49723824988662,94.65742062213893,48.792188509029884,64.96164967981136,26.493952465363623,73.05749988657787,48.461539494258176,10.59758098614545,Upper-Mid (Strongly Growing)
17828,MERCEDES BENZ GROUP AG,11,0.0712214336077651,0.017552498218325815,1.6999699420134697,-0.24603295279874668,0.03395305185716316,4.2223465039431725,0.3217632319941527,0.12006513144456506,2.9364862071335196,90.5,0.0005314302406127889,12414.391787540197,1.14927981301447,-0.048266734018703114,0.29235502880583786,0.28228813787041723,2624.2636363636366,0.6589083787831028,10223.390447788535,0,Upper-Mid,69.47722148542661,90.95141691850908,92.42796714459197,90.0393052691562,72.25220376513279,97.3363681433293,99.24507961204195,50.90462175232187,65.822933069558,0.7107748150215141,2.7168900276428696,54.66092911753901,0.28430992600860566,Upper-Mid (Strongly Growing)
19349,SIEMENS AG,11,0.053867822909594944,0.03957489262524719,0.8562873951571512,-0.2601259080517099,0.08604901865672822,2.8042107404142556,0.4274657300079713,0.5980832047422889,1.7479157657238142,-562.6545454545455,0.0435183113190721,8529.1512187554,0.5440493330430618,0.024189964481627198,0.30192877867166107,0.1392140203350838,538.9454545454546,0.8694510628374966,1827.7729347012573,0,Upper-Mid,65.37420433391122,81.79430379191493,96.56570250444426,89.33785167577865,70.2787601195146,95.72293715754151,99.41871993006652,52.00634026108627,61.984141677452534,15.512040887504291,53.58115823284577,50.067873107953176,6.204816355001717,Upper-Mid (Strongly Growing)
100004,ALTANA AG,11,-0.4294549207168277,0.7007472582499219,1.6223213352994572,-0.5452305191279143,0.5225549415582613,2.385141658824102,-0.6327483285192008,0.7372969057825468,2.33028908492473,112.35146363636363,0.8245511120904775,391.2640478104163,4.962984628067524,-0.004314428789918088,0.04802237947000939,0.06225890350962744,-6.00260909090909,0.058063456261246434,78.77503769868822,0,Upper-Mid,28.271066574142466,91.08948788212541,38.919467537611794,44.355822616573846,86.16637409938657,98.15114343986805,89.0664774535373,53.71500845317385,46.886862582647446,24.251715247351466,85.62217890382901,49.59590247120021,9.700686098940587,Upper-Mid (Strongly Growing)
100010,BAYWA AG,11,-0.11533689911326939,0.03532613484965294,1.9405293236001875,19.327966136148117,0.240182522094857,124.71407087885252,-0.03931910422043276,0.015968115640003326,0.9839584971450079,993.285990909091,0.6815896952618818,3804.6332794286823,3.369252419736979,-0.15649838428529866,0.024611136032805365,3.154598029706818,9.983099999999997,0.0067979889256451365,382.8910324843854,-1,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Noise
100022,BAYERISCHE MOTOREN WERKE AKT,11,-0.10730136513996358,0.06792746527834241,1.3019147361570051,-0.3146579923066314,0.05804011733372972,4.130233704730176,-0.32164706862213477,0.21494507685424238,2.193895041339535,6683.054545454545,0.810457656858978,23475.229185724984,5.881175402100247,-0.0543750060409246,0.6511705363045724,0.2130845429629302,1102.4545454545455,0.29544514992115367,6413.901114308845,0,Upper-Mid,58.159299369142516,83.47983086932905,72.73258356804953,89.05931289625437,68.80828670676735,92.21389829055212,99.55047735865114,48.80773035261733,59.18686021716336,2.946230958065277,23.937811946359083,55.742210865134545,1.1784923832261107,Upper-Mid (Strongly Growing)
100042,MAN SE,7,-0.4479385377431797,0.347393494414941,1.5199789832710475,-0.16028040694243867,0.003480138817942163,5.433906335897462,-0.6133146416011801,0.26986976990822675,2.3612186724961832,-495.7857142857143,0.7008141040379622,1184.4659693942504,-4.499330360890596,-0.01768489174889099,0.255924466004098,0.06991598790538837,88.10714285714285,0.1154336387291758,518.6506433003996,0,Upper-Mid,25.780727700728217,38.452306063066985,40.895207256202646,83.57050994979903,73.89694457320911,97.29938477498594,99.29130460601615,41.498775957049844,37.44434497386595,38.90272206705655,97.95497791873836,46.78978640616272,15.56108882682262,Upper-Mid (Strongly Growing)
100054,HOCHTIEF AG,11,-0.14084986850625408,0.030115899190355712,2.5666020009856867,6.083255581648264,0.5480483281186025,25.985234156541445,-0.06720832207467914,0.015951066538431043,1.6827832852108888,892.2464909090907,0.5967033578690626,3652.6293771794976,4.185843296378322,0.5610995548342448,0.6963027607723041,2.1263799353333384,57.22258181818182,0.19735381212053,407.32839778632365,-1,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Noise
100080,BAYER AG,11,-0.4288697186165794,0.476740795898359,1.9641932955671328,-2.7608516899841353,0.22424349667620563,18.436698304190028,-0.24551522162971406,0.06171449807406264,3.125250421271386,535.8454545454546,0.1672992559745073,4142.786442013664,0.9887089806627225,0.05305825952896785,0.4464733623542867,0.2511049206481051,-170.84545454545454,0.1538049135320641,1377.5847411351012,0,Upper-Mid,46.29804354897016,60.35571694858848,77.52129984527306,75.20409070702023,64.74687293070549,96.2811610358732,96.02179288207849,50.04124327852801,47.82280081961361,34.85899315537104,67.64290215182503,47.759859893949525,13.943597262148415,Upper-Mid (Strongly Growing)
100083,BEIERSDORF AG,11,-0.5141279617984581,0.7410026651051637,1.8886928639604164,-0.6823819037512364,0.7678657660515293,2.4625488150890216,-0.15217338384611181,0.2707791238919422,0.924764412760078,326.76363636363635,0.8449818090711269,1124.1131821489294,4.595522763056659,0.0,0.0,0.005544862366089686,11.918181818181818,0.031801371066971354,211.3426187008641,0,Upper-Mid,35.0000761471571,52.30639715430245,74.00733562816663,47.10582783831701,90.97878374347813,94.29967869926068,89.4238606721695,52.92728354916754,42.81871023507675,20.754759441231148,87.84452948044041,49.37669798222363,8.301903776492459,Upper-Mid (Strongly Growing)
100102,BILFINGER SE,11,0.5695337436079179,0.5407423370573197,2.449200127145734,2.2161037252089764,0.564608423035581,9.326450882408352,0.4126368727273162,0.5153294296066727,1.8177140365653566,-203.60272727272726,0.2851087648468285,1205.8084050760576,-4.150858180766304,-0.00039443784884686355,0.00011585635504330369,0.11588271217694304,33.99909090909091,0.49024155259863134,153.5543928718678,0,Upper-Mid,46.103470372832774,65.057579091434,88.47744116059324,93.76634324766644,53.45167102660603,94.96830910087729,97.70712601656409,48.583321043204606,48.84728894617746,25.91304657613678,90.6622545980915,49.71231669435273,10.365218630454713,Upper-Mid (Strongly Growing)
100103,DEUTSCHE LUFTHANSA AG,11,-0.5617290508643753,0.08446491297315478,6.112075571426645,-6.387833899167408,0.018611724777764963,148.06769098685936,-1.207206223448933,0.03648419256982127,19.98614785759215,46.86363636363636,0.0004661649346416676,6863.824700606882,2.5721015688386695,0.14158429666347322,0.035236317412633236,2.385172706027584,13.236363636363645,0.0007369246689316394,1541.9033156170149,0,Upper-Mid,35.019568238606766,51.875779096380256,51.91963536012912,67.13727137338812,77.31617617408469,91.50258036129148,91.58065176098613,45.99488126827807,42.694136678170274,20.02326597292781,88.0102561496655,48.138836266417144,8.009306389171124,Upper-Mid (Strongly Growing)
100301,DEUTZ AG,11,0.21197415125334534,0.036479633601421764,3.509600402398492,0.20929750663291274,0.004556116621216391,9.80542988594786,0.16627029306584631,0.03559413064403613,2.7869261922681132,59.57727272727273,0.4760333806359714,273.06240742201663,1.7142322953800138,0.00116008590090516,0.009036280568642592,0.03859182308139651,-0.15818181818181756,0.00025168571905502437,31.530239977803074,0,Upper-Mid,52.62493206731747,62.56961525631943,91.04374465488691,71.22266138324105,78.79866835544483,92.72927383949254,92.6433418097185,46.6888164133325,52.50596226983171,26.935187546849964,86.3406960736906,46.21595476528454,10.774075018739985,Upper-Mid (Strongly Growing)
100312,RHEINMETALL AG,11,0.5783965084088859,0.7175370644572374,2.1592528069765526,1.1620389357177765,0.32815794115655794,6.414742398592563,1.0327341372410506,0.8918064260790117,3.4582249060277586,317.83636363636367,0.6255426776159074,1270.7938691429226,7.598484724871546,-0.009712289647486825,0.043351069805412853,0.14751008597108753,60.39090909090909,0.37170725005807737,313.2355541708096,0,Upper-Mid,51.942480680322866,58.360349165885374,88.60851508571825,74.7241655579306,82.760574127057,96.05861811284639,95.51240973456822,51.44375857148291,52.33556478015784,24.871394357452875,94.14890980316453,52.13236084193517,9.948557742981151,Upper-Mid (Strongly Growing)
100368,GEA GROUP AG,11,0.3449355390204477,0.2593886434230235,2.1417188718681035,0.8172597569698119,0.1320900259650116,7.110908680532153,0.2639485037882495,0.1260541894012099,2.350934679794573,87.73794545454541,0.7485932492329053,320.67455977361215,1.846141977168525,0.0018460692198529823,0.005350550787981418,0.07980842419687104,26.384145454545454,0.24668232586212144,167.98635828188526,0,Upper-Mid,58.468152326936696,68.0031289990698,70.89606651952903,90.63069620647252,91.08344470302286,96.49772465925993,96.38299618678205,48.96962375068287,59.713473056689324,39.459241167593646,89.68045214721984,48.02862998023815,15.783696467037458,Upper-Mid (Strongly Growing)
100373,HEIDELBERG MATERIALS AG,11,0.29976659766120317,0.6970450987441217,1.1354102219757254,0.4437188060540137,0.03856572739990489,7.145079612124688,0.19303997330217662,0.2133822877909015,1.3215027318979156,855.3354545454547,0.9045646146825234,2843.9154262628026,5.321263252377473,-0.00956857183135427,0.07139085233289547,0.11324677363892495,128.66363636363636,0.599318553274637,525.5656348439513,0,Upper-Mid,47.940909640469506,60.91201835420465,78.99751325537387,71.55563031143285,70.79137290737386,95.63584227712424,92.63853469801819,51.175228231687356,49.1330364942781,29.042263590423957,96.33602755343833,50.47456882905341,11.616905436169583,Upper-Mid (Strongly Growing)
100431,HAPAG-LLOYD AG,11,2.515379552410443,0.3051790405628194,14.398795860909525,4.526882045332824,0.39938513651476437,22.651826648539384,3.2416051113864066,0.3898563721220257,16.417528918537297,1855.9572727272728,0.5687827111004542,7782.063680738829,10.874428478067655,-0.06938069097005194,0.6334430626153152,0.2756670308819258,885.729090909091,0.28338444250350053,5261.540367752357,0,Upper-Mid,42.7870198515877,72.7618106589191,97.13916183591957,52.44793571519444,64.59248255515956,98.26477074551903,90.07580047858308,51.863468814270504,46.60083602721228,6.619595717172055,32.633716444012414,61.29185523633478,2.647838286868822,Upper-Mid (Strongly Growing)
100449,KUKA AG,11,-0.4631867169898604,0.258991599243745,2.878148896773809,-1.2210333941050815,0.29397707669412526,7.121489005938096,-0.36094486786114605,0.16697823251810087,2.7932572925293893,130.22363636363636,0.5638096764752917,548.4329706589358,5.941448534420446,-0.013629318274044441,0.15818439525793723,0.10836581812182922,9.960909090909091,0.03771622486076117,162.19403133794071,0,Upper-Mid,57.18978948716655,63.51098581409646,90.46442386002965,76.80938213233543,87.5796079239542,91.51661539988689,96.78038757687455,48.48102296338102,56.39599235951259,45.921674965020856,87.59902947176226,47.4416519816464,18.368669986008342,Upper-Mid (Strongly Growing)
100590,E.ON SE,11,0.03402854240760464,0.0022315220865026454,2.2779424713954035,16.28362400704672,0.10827437131745137,156.4905909234999,0.09306907973327724,0.007391161642140398,3.4233323923833345,974.1454545454546,0.009276371911631612,31984.144017190716,-3.0948670455667293,0.4619599543941336,0.15185723191699302,3.7487509618182164,-76.46363636363637,0.007721965738015083,2751.6361894349816,0,Upper-Mid,37.98891552828078,74.03577988655712,57.685493000358704,51.497790181118944,84.04455916511844,92.26560112108663,77.24992061973518,49.99232706954131,47.7591850815034,7.3014118393046195,77.41612253006497,49.81011492754348,2.920564735721848,Upper-Mid (Strongly Growing)
100609,CONTINENTAL AG,11,-0.938632263498655,0.7222590861166054,3.4926009763149723,-1.9999289570596204,0.3588278342991959,10.557753224576512,-0.7538652456830097,0.7364185025449634,2.7779944665033045,38.436363636363765,0.0012213128285132322,3477.994044662922,1.4169969075610744,0.004158316593092613,0.013238943149874364,0.11428543682602121,-198.93818181818187,0.6929302661759232,755.7416872524897,0,Upper-Mid,71.88955029245732,82.11664370595527,89.56707280662249,94.95143682909935,79.3999135462575,96.63503646275508,97.04484116582385,47.98334454921023,66.58427957302254,16.956002398867884,64.97962817851511,48.89180705403583,6.782400959547154,Upper-Mid (Strongly Growing)
100676,TUI AG,11,-0.6537878863754827,0.0770570550665644,7.447845619031899,17.26145511043128,0.07547133086007227,198.694753131569,-1.203153195840356,0.06308410577053884,15.148197311994114,-147.5081818181817,0.007755851818688177,5296.6510066220535,2.1572645288610914,-0.8554466557067671,0.07900796887971322,9.62404143682412,52.75090909090909,0.018258690673963168,1234.5114801189395,-1,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Noise
100736,K&S AG,11,-0.0731814294916662,0.0016178148930955634,5.753557715786718,-0.3968782796131675,0.0017869634139065674,29.689268749862986,-0.31333950646612385,0.009517320711997845,10.156821098713303,19.732727272727296,0.006932182733449592,749.4663050993947,-0.45017593280665125,-0.04146740723369156,0.19829467122244812,0.2944769863945724,111.17,0.5506862073236133,473.73503718275424,-1,Mid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,Noise
100737,VOLKSWAGEN AG,11,0.1759738510613116,0.40197492609232893,0.8777051696596321,0.1936288876674181,0.02709842207470783,3.719616359472993,0.42298112486831807,0.6087469152289839,1.7143622738765163,11444.763636363637,0.8164301856440268,40054.12982308188,4.835615451471287,-0.0014811092179576406,0.003270337588635249,0.08190129934863843,1683.2545454545457,0.22947784958896217,11111.671922311732,0,Upper-Mid,58.01166443644029,90.54022673268798,75.65190128465159,75.94952996474308,70.33470892647277,91.63834756639635,96.03808613732876,49.16397789749091,59.45787045655894,0.22783258950477359,10.433247327792648,61.020270922276005,0.09113303580190944,Upper-Mid (Strongly Growing)
