gvkey,conm,cluster,cluster_name,static_score,dynamic_score,combined_score,cluster_name_enhanced,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,roa_trend
273099,MTU AERO ENGINES AG,3,High Performers,80.95436497821666,41.99252354711888,57.57726011955799,High Performers (Solid),6.664530599166933,18.822479928635147,11.226555120766427,21.56254216704898,3.440831196869518,1.2430153744420565,0.6280107047279215,3.712161760333036,-0.618520755882957
351590,DAIMLER TRUCK HOLDING AG,3,High Performers,72.71979144020312,33.668164842602,49.28881548164245,High Performers (Solid),6.1594497251333715,13.060121594235532,8.412079072433752,28.35216450616713,0.2551916711356029,1.6292420455026904,0.8274262553478946,3.3260076559333482,0.44865471366063026
340115,HENSOLDT AG,3,High Performers,70.84048151193426,33.070581572029184,48.178541547991216,High Performers (Solid),3.9182282793867125,12.385321100917432,8.214285714285714,27.767857142857146,5.0,1.2782793414763676,1.5229357798165137,5.385321100917431,0.5474023516947875
