cluster,roa,roe,ebit_margin,roa_trend,roa_volatility,roe_trend,revt_cagr,cluster_name
-1,5.1495593925497,6.185497804567827,7.769673899021751,-0.059520500219565065,3.6450414817497534,-4.410894071078823,5.855406054864895,Strong Performers
0,7.408236819955908,12.080241509173524,7.112588183363212,0.30745386607936404,1.808571007695139,0.2253550598789685,3.68592463539001,Top Tier
1,3.2117892389654044,3.9682954932375125,3.3554753596098736,-0.6202096750078654,2.8036423211036556,-1.331887587295877,5.567750320867986,Lower-Mid
2,4.4628320907980115,7.251876173698624,4.9310508928509105,-0.004327015520836296,1.8387955613602176,-0.043622148723997056,5.55165168690854,Upper-Mid
3,4.074389005842652,2.456691187518999,7.1481982657937255,-0.46490244337502334,1.8770688107770244,-1.168010504767784,0.9593086722648978,Mid
