gvkey,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,conm,revt,at,sale,gsector,gsubind,ggroup,gind,margin_trend,leverage_trend,revenue_growth,fcf_growth,margin_volatility,growth_quality,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,cluster,cluster_name,proximity_score,profitability_score,liquidity_score,leverage_score,cashflow_score,structure_score,growth_score,trends_score,volatility_score,quality_score,relative_score,overall_score
355804,19.58729266372432,106.96651031421797,20.632813796825104,55.78744101298403,19.863539150458788,0.748764273337184,6.751305038583749,10.36204418217582,IONOS GROUP SE,1560.301,1643.586,1560.301,45.0,45102030.0,4510.0,451020.0,-0.3682413121916899,-29.924378341048133,9.592171009472272,33.133588491260646,2.0671587018981805,-0.6071737893549983,1.8900893521432773,-1.1089356383434934,7.160742863207181,1.9300526637440991,-1.9257349174055787,3.903749839990795,-2.4340812986057214,-4.337989933945619,2,High Performers,34.69709401189072,45.241863090928156,94.78259453610917,63.6239655177623,98.66143719091679,75.32901911415408,85.05663728797145,74.0889031837489,99.44010500284718,74.40364130747875,48.98984745544779,42.04810236791387
327148,7.504732212448502,3.7720218699950294,21.893779438038006,87.13659249634563,28.16306642845542,1.040883573346351,1.034517037609764,2.975976141823604,SPRINGER NATURE AG,1847.1,5388.6,1847.1,50.0,50201040.0,5020.0,502010.0,0.8104904438494789,-26.07405839138555,-0.31840259039396246,8.533277696640962,3.477855100505245,-0.12390943393823423,0.775459997604549,-1.7692409704334127,4.535736213701163,0.8941801402562595,-1.8628054290202622,3.293302709307296,-0.8375562948745096,-5.0713675803442815,2,High Performers,34.697094011890655,45.241863090928156,94.78259453610917,63.6239655177623,98.66143719091679,75.32901911415408,85.05663728797144,74.08890318374934,99.44010500284718,74.40364130747875,51.010152544552206,42.04810236791384
