gvkey,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,conm,revt,at,sale,gsector,gsubind,ggroup,gind,roa_trend,PC1,PC2,PC3,PC4,PC5,PC6,PC7,cluster,cluster_name,proximity_score,profitability_score,liquidity_score,leverage_score,cashflow_score,structure_score,relative_score,overall_score
319665,-0.10179957895530281,-20.156592997013114,-0.3317322967088418,-227.66073330859248,22.552523167863217,1.4528447281432735,8.513302179243974,12.549396710827331,ALLANE SE,749.098,2441.071,3809.562,20.0,20304040.0,2030.0,203040.0,-0.5019966193768127,-3.064978574226637,0.9521562681834501,-5.463464692187991,-5.135194570967265,-1.5002747000992616,-1.6623035138645874,-2.2921719014334867,4,Lower-Mid,99.9999940395357,100.0,100.0,100.0,100.0,100.0,50.0,69.99999761581428
