gvkey,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,conm,revt,at,sale,gsector,gsubind,ggroup,gind,margin_trend,leverage_trend,revenue_growth,fcf_growth,margin_volatility,growth_quality,cluster,cluster_name,proximity_score,profitability_score,liquidity_score,leverage_score,cashflow_score,structure_score,growth_score,trends_score,volatility_score,quality_score,relative_score,overall_score
210326,2.4404136246129373,15.108517694471264,2.815025264937772,21.04018796327245,10.656495153457463,1.3779065559841213,26.279333361319843,59.10918937072331,BLG-BREMER LAGERHAUS-GESELLS,1220.664,1408.04,1220.664,20.0,20305030.0,2030.0,203050.0,0.3192112203150031,3.1751302952972766,0.8784043436760092,179.41745070241012,1.7478538852135697,-0.1730625141610122,1,Tier 2,4.0344632467772765,7.020058151278802,89.07801350217682,28.86395809037918,86.16632534761143,30.39313676844948,71.03955078006105,72.82245636582067,83.13161326273412,99.68065651622251,54.08276778316464,16.560125355013746
104364,-3.619673127323022,-304.8581565296055,-17.10281505620204,41.78591481069656,8.068873647242745,0.6217871931228006,23.839936675760104,30.33219783171017,TELE COLUMBUS AG,454.165,2145.912,454.165,50.0,50201030.0,5020.0,502010.0,-3.429749501525803,1.586904963150663,-5.23797700247669,1550.7207207207225,13.429030033806509,-0.5226286991132053,1,Tier 2,15.017633085611894,35.62838438877227,67.49932936895033,42.45696266736229,86.89343966925487,36.181437156180884,53.23758787598475,95.83059898777357,91.23230512370783,65.40727648755615,49.379278897422964,25.36406456013315
231016,-11.906958013848811,-386.8254194784808,-101.2565154987032,79.93142463844754,-124.30270524345512,3.0798002345730398,5.154396623784379,41.31197374054517,MORPHOSYS AG,238.278,2026.311,238.278,35.0,35201010.0,3520.0,352010.0,-9.350024856455684,0.4286895903698116,-14.370730269848742,-19.653751522500464,59.69286138078496,0.1686616481941946,1,Tier 2,2.642095955360354,6.073624590420019,60.12706172915239,12.254759910755368,74.87288393114063,84.00201638551448,62.98478636751642,71.90810118957654,75.84288706611837,65.61681952497119,46.53795331941239,12.944757246431145
