gvkey,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,conm,revt,at,sale,gsector,gsubind,ggroup,gind,roa_trend,cluster,cluster_name,proximity_score,profitability_score,liquidity_score,leverage_score,cashflow_score,structure_score,relative_score,overall_score
340153,-0.16904509179541613,13.046831955922865,-0.24952850718119834,17.037574350790656,3.989554620629624,0.8986585402288548,0.36220385674931127,5.60595041322314,SIEMENS ENERGY AG,34465.0,50874.0,34465.0,20.0,20104020.0,2010.0,201040.0,-0.7482810710884006,2,Mid,64.34591320598224,88.90741928639424,73.23695384273157,99.71497185031164,84.42189739879281,85.39303296520681,51.28995382313692,53.49134632470292
100736,-0.4661356711391458,-1.075286125911498,-1.1935068845637953,22.68758041115764,2.3432153513454317,3.0222597914905607,0.11000756563591584,1.5056420327414968,K&S AG,3653.1,9353.5,3653.1,15.0,15101030.0,1510.0,151010.0,-0.0731814294916662,2,Mid,58.5582863324144,90.51917379461013,62.65557129347579,96.36361269415539,89.39619644659864,85.50097326313859,49.423742865871716,51.163510561303326
103176,-0.4738690212388777,-15.715329228842743,-0.3966781769926657,13.849490596729547,-0.49085357153049286,1.764934188322646,0.06782844620682459,3.060941250130439,THYSSENKRUPP AG,35041.0,29333.0,35041.0,15.0,15104050.0,1510.0,151040.0,-0.5167523754261212,2,Mid,73.86112724359744,74.84829374619227,99.37192752171818,95.7227696003976,98.65536966416548,96.33578609319969,48.587119046284194,54.08638660671719
221614,-0.5625879043600562,-10.44052348679598,-1.8013204594893715,3.350761363202687,-50.78426134412091,0.901539934572728,1.9473007712082262,4.901729376022435,DEUTSCHE BAHN AG,26203.0,83898.0,26203.0,20.0,20304010.0,2030.0,203040.0,-0.38680008908863217,2,Mid,15.71976527813309,61.2514958720518,73.31440360748212,77.59969235724768,17.63275696218803,90.1331138549788,44.22147422709638,26.298174521388365
278310,-1.1883667087728502,-8.568437624544638,-0.6339230477762031,16.777406809482173,0.06714219565082022,2.294225502648623,0.41587682633860507,2.064417476832874,KLOCKNER & CO SE,6632.193,3537.881,6632.193,20.0,20107010.0,2010.0,201070.0,0.23953398480837254,2,Mid,65.40343463761258,80.83422905372338,81.83564965988357,98.87190348897603,96.75948884512441,89.24570132282439,48.961696449528574,52.21541001468731
324859,-2.129561044732859,-34.03927014620221,-2.151333501427444,30.297607912352476,4.060286139556068,1.39210223162858,2.0829379315665624,4.79126644292713,DELIVERY HERO SE,12294.7,12420.4,12294.7,25.0,25301040.0,2530.0,253010.0,0.8593399137390071,2,Mid,43.77474222176879,62.205537903985416,87.76888513844608,75.95237629786011,84.21450145546457,90.90014480087267,52.51331679006308,37.54624209929061
100042,-2.283029297954671,-7.278854254422915,-3.8106661745709545,23.186934858830043,1.9191732792028051,0.6407944780955064,0.11440606571187868,3.0480202190395955,MAN SE,10838.0,18090.0,10838.0,20.0,20106010.0,2010.0,201060.0,-0.4479385377431797,2,Mid,60.650812450345214,76.5047002356068,66.62696883332353,96.43068728152679,90.72420279711612,96.24034396033917,47.86565696803295,49.20433375541213
102365,-2.656919940957334,-21.216707021791766,-2.966101694915254,26.81261770244821,2.3775894538606406,1.4674361088211048,0.8056900726392252,4.305992736077482,KOENIG & BAUER AG,1274.4,1422.7,1274.4,20.0,20106020.0,2010.0,201060.0,-0.43667841443837235,2,Mid,65.30107668326254,68.0068071462177,90.22813705695091,92.95905263734514,89.28939994302841,94.34785442159294,49.82084346161527,49.01769736628307
101286,-3.6151839001215413,160.04571948660825,-1.889184022422906,14.456656633348143,-3.143522266133398,0.6402877004374935,-1.1546075347195581,,LEONI AG,5093.363,2661.635,5093.363,25.0,25101010.0,2510.0,251010.0,-1.609428521142559,2,Mid,21.734754560428268,26.41638616523481,66.61458415464072,78.89158009124954,92.43090217347148,94.32109891280824,47.312997860127595,21.866337066343224
232623,-4.126479344858201,-20.58507650717829,-9.902417540500421,27.100369275013897,-12.453213244714023,1.97908788832944,0.41231778693472615,2.0078234167082227,EVOTEC SE,796.967,1912.502,796.967,35.0,35203010.0,3520.0,352030.0,-0.39850016268828614,2,Mid,48.614287730006595,55.968443606583286,91.86434374953646,98.92758579136023,66.86780306085144,88.85907956399987,44.400051585341345,40.53216239245532
100010,-4.250672662268254,437.7415687760516,-2.177823309743788,10.350444015352881,1.606575487331045,0.9146029254737492,-7.774535809018568,,BAYWA AG,21181.7,10852.4,21181.7,20.0,20105010.0,2010.0,201050.0,-0.11533689911326939,2,Mid,2.0180800129364993,2.5488491032449465,73.66655585941612,27.68369049355509,91.7158059202065,94.32109891280824,47.4713716549555,4.085370875179098
322597,-6.171591284252228,-1.185025585779693,-8.919039809154615,18.68197405695542,-0.8409124794990308,1.1603321990887594,2.057231349313224,6.526259089684891,INNOGY SE,33535.0,48464.0,33535.0,55.0,55103010.0,5510.0,551030.0,-1.8923674878347554,2,Mid,34.91258162354621,51.43591184827331,80.61528510319769,76.26187461360475,99.86366779514806,79.57218689521368,47.69216106347259,31.87840248043362
289333,-6.361948215252014,-21.276811080829034,-6.408631639628523,19.056417683933134,-10.434385904827389,1.5191172917086673,0.07420352926718186,2.78543544737546,SMA SOLAR TECHNOLOGY AG,1529.999,1541.226,1529.999,45.0,45301010.0,4530.0,453010.0,0.5545861986652604,2,Mid,41.13204108399577,49.94995792387983,91.95498933386843,95.8193545246735,71.73093790021954,94.32109891280824,44.78834397586138,36.02474347084163
241840,-11.29224991464664,-33.54995938261576,-11.643052010912612,51.50928451993312,7.515620874768988,1.5329082682023858,0.17140536149471972,3.1724884917411313,SCHULER AG,1136.3,1171.6,1136.3,20.0,20106020.0,2010.0,201060.0,-3.182648742413301,2,Mid,13.933911821742347,23.453293141008615,92.42135534485048,97.30412804045184,74.67968762921903,97.1636834749988,44.2802046458184,19.99463616094385
