gvkey,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,conm,roa_trend,cluster,cluster_name,proximity_score,profitability_score,liquidity_score,leverage_score,cashflow_score,structure_score,relative_score,overall_score
273099,6.664530599166933,18.822479928635147,11.226555120766427,21.56254216704898,3.440831196869518,1.2430153744420565,0.6280107047279215,3.712161760333036,MTU AERO ENGINES AG,-0.618520755882957,0,Upper-Mid,63.927500339469404,74.17900553003093,91.68174084034841,93.34046833955365,97.68585577505468,98.92888694420299,50.28676286155826,49.74084807574931
315582,6.6206392002043035,10.798791756492461,9.68760863938692,32.34884671872678,10.982858140507195,1.9672676484652087,1.2168544737477862,2.9404203000912488,STABILUS SE,0.026571218762340643,0,Upper-Mid,68.61164443054848,86.03744975524675,83.62513270673621,97.60563521519694,75.149794058547,93.24201838668178,54.24522563932813,54.41271124478843
209440,6.439495572846794,9.530367717945188,7.936507936507938,31.704695767195762,6.671626984126985,1.29873417721519,0.2348161410274067,2.0531607216636827,VOSSLOH AG,0.6731608866907794,0,Upper-Mid,67.81668336097778,90.14343509899714,93.57490402575992,87.71148500882738,87.30485762271081,87.10670579129113,51.912596779040165,53.92650886507328
351590,6.1594497251333715,13.060121594235532,8.412079072433752,28.35216450616713,0.2551916711356029,1.6292420455026904,0.8274262553478946,3.3260076559333482,DAIMLER TRUCK HOLDING AG,0.44865471366063026,0,Upper-Mid,78.96367140984644,90.72720987060261,94.66458566902112,96.33195054768244,91.6340775824631,96.04128308544799,51.73025040973193,59.36410559282734
210340,6.1144775894864365,9.119466047446236,8.777417407335033,30.157628916952024,-2.1602116932266826,2.426546687744045,0.0396290305434368,1.7111672291205915,DILLINGER HUTTENWERKE,0.6106776189746222,0,Upper-Mid,59.202540171801,92.41135653098421,70.65928962855331,85.04457019377826,84.25161719513812,84.85114013008159,52.707974577226565,50.66774439429507
220303,6.086322708785568,9.135129201519245,2.779140699777534,9.742126363558114,-1.7994081565774973,2.1471839155697876,0.05168192495993326,1.7225914948736527,AURUBIS AG,0.2859327553053923,0,Upper-Mid,50.98860792225002,57.559113273183094,78.28425702766685,85.2068786962694,85.31537455138499,84.92553565978403,47.72834715609634,40.427953693163566
100609,6.065032732781475,8.138805658142289,5.644653692187617,27.50069236385609,2.507616002416979,1.257971827037634,0.2865305553619957,2.575848372935684,CONTINENTAL AG,-0.938632263498655,0,Upper-Mid,60.26234881463019,89.45706657657236,92.18612442270067,88.43198664917264,99.10016532105472,90.67040002771972,46.287332319228554,50.839551506083815
202807,5.914235532436634,11.86195307478301,7.81893675754152,35.10312907325157,8.151733234617065,1.4295946527914067,0.885107429210336,2.9258934237216896,JUNGHEINRICH AG,-0.028349497693075276,0,Upper-Mid,78.15753636215476,87.48169985135297,98.17631304184921,97.21498287902986,82.92491205928066,93.1381669569467,51.81793214300982,58.48085280303549
203162,5.816661765123392,7.194612900685201,4.328910906132253,38.39518102370826,2.4596495251846413,1.5033992575605923,0.665582625612554,2.3597930383391517,HORNBACH HOLDING AG & CO,0.009996170332922731,0,Upper-Mid,76.12704496270119,78.82147501375384,99.13693794936401,93.89690263403516,98.93500100884822,89.17998585719414,49.53553766710292,55.60480325123476
284944,5.698021928171116,7.2587164800385295,10.66096960415108,39.408557283917744,-6.361501505720067,1.0068980003105013,0.6060532085352768,2.5200183651084114,GERRESHEIMER GROUP,-0.21083019389821542,0,Upper-Mid,61.87900556408169,76.99540683224998,84.07504147113815,93.01680912917553,72.79943815720341,90.28289791682398,47.89814242113331,49.452364505000226
206703,5.4005535193357765,-14.47107586952604,7.034294621979735,28.11769290724865,2.240841777084957,2.769831483764899,0.4375563164534151,2.409262930257704,SGL CARBON SE,0.6382247124150813,0,Upper-Mid,54.86786735170771,81.48711303526423,62.298947364886494,90.57018459752912,98.18505914721327,89.51906668540411,49.591810537091966,47.301588007488846
225236,5.368135231849235,-0.9952006244396074,10.123339715407322,41.77832662841635,2.836431098722648,1.0572405568121908,0.7105895177555144,2.4963590042514014,UNITED INTERNET AG,-0.9241277544835859,0,Upper-Mid,55.49129309627033,72.62142176458198,85.64206727339007,94.56781606235052,99.76074237956108,90.11918423341639,46.71085557821494,46.17758319765959
102218,5.306107935030152,8.103963782040841,4.869381289158914,48.854690763242836,3.1864972944750325,1.926212234869931,0.18690551411914144,2.0150701885809204,DRAEGERWERK AG,-0.11521955217883877,0,Upper-Mid,57.51936554790045,61.692815459821006,84.89406722200036,87.04921850065935,98.55366461558877,86.85254718471785,51.37448752158429,44.05123116119032
100737,5.277727305045781,6.2267545832556195,10.288736385589669,41.581858952244836,-0.015708934995810952,1.1298937057395215,0.7518678618056546,3.471891559788035,VOLKSWAGEN AG,0.1759738510613116,0,Upper-Mid,70.04517740160026,73.51589668816393,87.95519280686219,95.18736211325665,90.77488777327558,97.12214019197259,50.09922435863606,52.23998650959856
103255,5.101514369821857,5.793674253621046,8.852959764061513,27.048662313039816,9.353275753107225,1.3428449289302127,0.4309784215193615,2.435042861365652,BERTELSMANN SE & CO KGAA,-0.24899129881294219,0,Upper-Mid,71.9296102718913,89.80948154983527,95.10134429265706,90.47598794385333,79.53140512348263,89.69628041007849,49.07785566882515,55.78133921310892
223089,5.0099031036552155,6.905259376777323,3.764985442126982,40.50557139651597,3.279557681467171,1.5049629393530888,0.9277199389349537,2.630632502170204,HORNBACH-BAUMARKT AG,-0.0895250074624538,0,Upper-Mid,72.59097530482327,74.29403834565626,99.080089722225,97.8725258890003,98.23524393626954,91.05225966308194,49.22376453327694,53.6824503799606
210334,4.981314221235958,5.3402149050645615,8.257998787225555,33.8554673103311,8.777602636730197,1.1912488792418996,1.2755381115394944,3.033837824155675,COMPUGROUP MEDICAL SE & CO,-0.44867869769793467,0,Upper-Mid,69.94801851165606,89.29826702583581,89.9572047664784,96.70371764404034,81.13958673519261,93.91262471114722,48.9735263891958,55.50923257423362
318434,4.908628615087864,9.421078302630097,3.7067864743438164,43.35682194372192,5.046110191534642,1.3662473058994538,0.44370239747870777,2.9954976925674406,ZALANDO SE,-0.1491270322903741,0,Upper-Mid,66.68873431891643,69.44260248769405,95.92126086751328,90.65828622007443,92.38210806992876,93.63681496910652,49.62661075724697,49.629842847112826
17828,4.749254745103959,11.019703103913631,8.64458700221163,38.52974710496312,9.406981056911686,1.3600486461924999,0.7933819163292848,2.86110661268556,MERCEDES BENZ GROUP AG,0.0712214336077651,0,Upper-Mid,71.20489718315277,79.53165859417132,95.70340131419469,95.81453967975331,79.38301106231667,92.67641786094644,51.87141167701667,53.96974456007071
244394,4.731161033700287,8.400305695997723,5.857605422183909,19.73142168527728,1.3499340241851587,1.2004183041835663,0.6717545619160621,3.61511496877632,MVV ENERGIE AG,0.15791899676886145,0,Upper-Mid,72.8236099158163,75.18703216399787,90.26029102015556,93.98862472837172,95.18980147974156,98.19511815445846,47.15929619644544,53.56571287196327
212782,4.5860318383949705,3.6902594939561544,7.9612186838487915,32.26893548164713,8.723592979259468,1.3997632533930735,0.6696120340576855,2.3027773419563995,FRESENIUS MEDICAL CARE AG,-0.5856538257175631,0,Upper-Mid,66.71315913226759,89.09484690838177,97.10783920508615,93.9567741439735,81.29212481960903,88.79077679171881,48.15466776407743,53.89991044898075
284636,4.448284175841839,4.681248332888771,4.953241755783257,26.743925902724957,10.890867600340059,1.8045112781954886,0.1980528140837557,1.6595092024539877,WACKER NEUSON SE,-0.05769676592304125,0,Upper-Mid,66.01359010138052,84.44955619808532,88.76984666835973,87.2028593765932,75.39058046383639,84.51555261455385,49.18591008493244,52.01563321782859
350278,4.2911210454827176,-3.3809139690667416,3.5242386171641464,20.393796300307592,1.3992981848113328,1.2135632037661428,0.23582225651457228,2.65952372601971,VITESCO TECHNOLOGIES GROUP,0.908511592624763,0,Upper-Mid,57.78805031122845,71.92421488425805,90.6965647586549,87.72544638051566,95.3533479448519,91.25428626975068,45.75558939548734,46.27260773939456
100022,4.23520535460834,7.896874830742566,7.9638994240764145,44.69658659924146,-3.2581823289787892,1.0991914607305364,0.7232844066511401,2.9002004008016034,BAYERISCHE MOTOREN WERKE AKT,-0.10730136513996358,0,Upper-Mid,61.93443405842045,67.71117767226627,86.97017081544153,94.75792286277904,81.0953741555868,92.95477279547542,48.248260611539315,47.79180144409935
295421,4.222784810126582,2.46119733924612,5.502408128257571,32.62518968133536,5.7597149831760905,1.3569844789356984,0.3263858093126386,2.1895787139689578,EVONIK INDUSTRIES AG,-0.4331087574281221,0,Upper-Mid,70.47894254716971,84.59009670745064,95.59589019525171,88.99129846219178,90.11780628613911,88.02307023037733,46.7413579742814,54.008726206577194
297185,4.0998862028991665,5.821242769896921,6.702482787398288,36.548090965992074,6.152201126643019,1.0106711190156437,0.8779364720328303,3.0383235854848616,KION GROUP AG,-0.19468305256867802,0,Upper-Mid,71.8859624544689,80.5007111952644,84.19148778214297,97.10476469435525,88.89617342381428,93.94494724568996,47.994564453592766,54.565003690275965
202305,4.09873708381171,5.332105209292806,8.17569733889067,29.835570008702422,6.980259240599093,1.2705072705072704,0.552911677412752,2.228533415208269,FRESENIUS SE & CO KGAA,-0.6014501900591713,0,Upper-Mid,66.67201188571804,86.27253448277939,92.61099997778534,92.2381264284671,86.37285441556489,88.28650676404756,47.26845189076867,53.1471242936898
287162,4.093116364700484,4.2714264137066005,8.361242084572226,24.988554509150173,-3.0336149089959075,1.2600929603390996,1.8437754880907822,4.313162197836837,HAMBURGER HAFEN UND LOGISTIK,-0.43585226781631253,0,Upper-Mid,67.3010602199312,81.68924782601962,92.25788073035991,88.39012580536227,81.73115270927194,96.5281214626156,45.904162864255206,52.09728623371263
340115,3.9182282793867125,12.385321100917432,8.214285714285714,27.767857142857146,5.0,1.2782793414763676,1.5229357798165137,5.385321100917431,HENSOLDT AG,0.5474023516947875,0,Upper-Mid,71.41028147093267,83.72592878679635,92.87540893001515,92.99215086025086,92.53035960529789,88.90652670061483,51.09021191225439,54.60851343175743
318659,3.84553759551872,11.03301743828173,3.5860119489701416,27.969871368628624,4.964490045349462,1.4840927773507606,0.3252028633652353,2.3381917429845367,HELLA GMBH & CO. KGAA,-0.633549608953168,0,Upper-Mid,64.92116593328355,79.74583740436137,99.84152549190725,88.97464666784796,92.6446918443823,89.03232752845216,46.81804390834282,50.815098520970494
248166,3.571736141172149,13.842840833217496,4.827384728518385,18.681391528759182,-1.1052125672643396,1.0428113496444396,0.40893012995950584,2.397348853425822,MAINOVA AG,-0.041379652716437204,0,Upper-Mid,63.5716446634548,69.15080739041444,85.18996326607048,90.16096633972829,87.39999949207026,89.43728651100848,45.606634023790946,48.27491597743764
17436,3.561524591183237,3.646169836231355,4.388599448360404,31.512411890897944,1.1461844927980387,1.832971418510476,0.574594791988539,2.2589117671844714,BASF SE,-0.5203910451744728,0,Upper-Mid,66.53290025163115,79.3516934112447,87.8479227412659,92.55505867097087,94.51772987506692,88.49249158913372,46.48218245843192,51.739004649998485
245839,3.511613209037763,9.331897444393821,15.842113469805982,31.973804379301896,-1.5815383244603836,1.6058305741742713,2.3005633102762704,4.194342045313341,FRAPORT AG,-0.4597979145912121,0,Upper-Mid,60.299637357279536,69.30194401610075,95.48105525481452,82.22828158537682,85.96421333730953,97.41200555822378,50.283009142017576,46.20307190466964
269104,3.4268730614848595,1.8419912455812864,2.8213285711351723,43.23621487398007,0.6193172204906234,1.1904406521258022,0.4359291548058195,3.408704208356785,BAUER AG,0.09769851549425758,0,Upper-Mid,63.05998422487728,65.08890770904986,89.93053847721666,90.54687422105714,92.80176566584134,96.65249835082189,46.69955213535941,47.296462653866605
100764,3.3382476832350463,-2.3845918679302964,3.2700639570868577,29.492469568805447,3.424798844646173,1.8102268635217862,0.45735249159278507,2.9030877407520634,SUEDZUCKER AG,0.16065444511932503,0,Upper-Mid,71.58846257731399,75.3980721410927,88.58392561026818,90.85426153153995,97.74033314962001,92.97536430821084,46.70289258325987,52.800425612298135
101059,3.2927096256294237,4.681331077270164,7.249124385463192,41.187622505703544,6.950290800424151,0.8742941650981446,0.9883906749388984,3.2202951682647116,AXEL SPRINGER SE,-0.08820577785865774,0,Upper-Mid,63.5002746697014,69.85847275663022,80.08331243501252,98.81640217899549,86.46291482123686,95.26558090810758,48.10835213133317,49.253444637106156
214759,3.265869365225391,0.9157509157509158,3.0682800345721692,54.451166810717375,1.08038029386344,1.3329425556858148,0.07875457875457875,3.9816849816849818,HEIDELBERGER DRUCKMASCHINEN,-0.11931265478385034,0,Upper-Mid,49.392493680696404,50.747863367948334,94.756522258647,85.57257875401719,94.30168884178501,99.01418115269834,47.64657199064487,38.46382802126995
233025,3.0806115022005893,5.828069087348736,2.4923058875486492,39.18476910762097,9.81028089835951,1.2429958172204245,0.2477360548294593,2.451046867759121,CANCOM SE,-0.6418355590449585,0,Upper-Mid,55.590904025239276,68.41159127974309,91.68108311278105,87.89093738002406,78.27745717194621,89.80646993584588,46.68467625995558,44.707773604046736
276585,2.60895439909032,5.161483765955624,4.29060785067636,25.50595966304311,-5.963158446642666,2.663054898870502,0.3695493874753705,2.0153131157371713,WACKER CHEMIE AG,0.3933971874323351,0,Upper-Mid,51.0973397347519,71.31750632141842,64.78750301450457,89.60102876917317,73.81489839260024,86.85416576115419,48.240388010277165,43.66254003510176
207096,2.5396974167793798,3.3451652481229694,2.954903394858046,-3.916661809617467,3.5848156734157715,2.233180932338404,0.08873781762903861,1.4325472826464392,RHOEN-KLINIKUM AG,-0.06951198967793153,0,Upper-Mid,36.507005895661266,39.211623310741004,75.85326604921994,85.70782907193048,97.19796038781232,83.05678904445394,43.923797090576066,31.015909927605755
210326,2.4404136246129373,15.108517694471265,2.815025264937772,21.04018796327245,10.656495153457463,1.3779065559841213,26.279333361319843,59.10918937072331,BLG-BREMER LAGERHAUS-GESELLS,0.39019727367443435,0,Upper-Mid,0.289467870436174,65.26163558046257,96.33238421136375,1.8518933504609716,76.00754588351508,1.4423179612020949,66.03948484151897,13.35330359931308
319865,2.3935960978679884,3.134484302701627,8.61409966024915,36.37457531143828,-25.15571913929785,2.1009994739610733,0.716851584655953,2.529678093437484,SILTRONIC AG,0.16368925996573366,0,Upper-Mid,34.4143951282619,69.99015679752954,79.62181228091352,94.66154321421463,37.86930085740651,90.34982499512539,44.889032660891594,37.22994373223213
100301,2.0851898057387275,4.953414317726147,1.9352704416386393,26.69680763080995,2.067596625682307,1.2986244123280515,0.1553249203915556,1.985257695482958,DEUTZ AG,0.21197415125334534,0,Upper-Mid,62.589347112735794,66.34703861287828,93.57113636600216,86.61541803608085,97.5953130203046,86.65414115240935,45.04746079386237,46.96668837127807
346413,1.9040184524518369,3.4091780542524983,0.6704495647339384,11.55507468138499,-3.7565105754848878,2.6234055504204523,1.509932694268815,3.603486844788905,AUTO1 GROUP SE,2.552316322036775,0,Upper-Mid,24.432876651070895,52.2458494119097,65.73667952005515,93.18363318512421,79.70215263727745,98.10756407144284,50.719615394769235,29.540683861322723
