cluster,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,roa_trend
0,4.819822106108809,3.495106423574266,6.226872991166739,34.614038391133334,20.846389902432545,1.4489626520553858,1.0115240117962954,4.250095635190871,-0.18182881315463598
1,3.9100904039306688,2.850979810377373,11.355917925761881,3.6385692417660653,1.2189650424300662,1.5074398074257414,0.5161423309843872,3.0480962056814227,1.199235946696619
2,-3.932928281194898,298.89364413132995,-2.033503666083347,12.403550324350512,-0.7684733894011765,0.7774453129556214,-4.464571671869063,,-0.8623827101279142
3,-0.5896297513550424,-144.8748194175671,-7.143894895632134,31.413051386984506,9.362684400350105,0.999846874553461,25.05963501853997,44.72069360121674,-0.22013881356818266
4,8.11996601471978,8.731198376944501,14.074121252545188,49.670445137427926,9.21212013605143,2.1696326319047197,0.27002654965611245,1.7536892107846989,0.0010672915373213967
