cluster,15.0,20.0,25.0,30.0,35.0,45.0,50.0,55.0
0,0,1,1,0,4,5,8,4
1,3,18,7,2,2,1,0,5
2,5,26,17,2,7,3,5,4
3,0,0,0,0,0,0,1,0
4,7,6,2,2,6,3,1,0
