cluster,roa,roe,ebit_margin,gross_margin,fcf_margin,current_ratio,debt_to_equity,financial_leverage,roa_trend,cluster_name
-1,4.989318419345451,6.081514555736724,6.8695762124463755,37.496951655290616,4.77828549296336,1.547980475718644,1.1215530379417746,4.35681432144866,-0.10670666741121307,Top Tier
