cluster,roa,roe,ebit_margin,net_profit_margin,current_ratio,quick_ratio,debt_to_equity,equity_ratio,asset_turnover,revenue_per_employee,cluster_name
-1,3.9009822325698473,6.263282149303969,7.204033774583645,0.8848699382529692,1.8186945467149112,1.5540575090201303,2.190399712126125,29.87004053435497,0.8758390031229248,1244.8074090544205,Upper-Mid
0,5.321255759719256,7.310659077123793,7.977689929113192,3.7932650805759707,1.4851728968946736,1.0466835857746926,0.7492760811713743,37.58816838865921,0.8017404040969723,421.191459746569,High Performers
1,1.2309607020581297,-2.587395619676347,0.5206776687844138,-0.6094869813930982,0.8403915926195761,0.49678243305562947,2.1776055963312158,17.724706042400104,2.5894257765683353,427.50512990976426,Mid
