gvkey,conm,cluster,proximity_score,profitability_score,liquidity_score,leverage_score,efficiency_score,cashflow_score,structure_score,relative_score,overall_score
220301,MERCK KGAA,0,34.20755412615139,87.2767155718013,68.57761808191214,43.928433690482024,63.012259979538435,78.71885054139418,81.3325025847735,49.75398030572698,44.98304713079979
220303,AURUBIS AG,2,18.89496450278001,53.16141794743678,46.56787097570895,47.965703287943825,33.901651156578794,83.08769716612883,80.14555269113634,54.14529653651999,28.07208739288056
220307,PFALZWERKE AG,2,63.160337188337614,81.3320499195784,89.71236120692669,75.02235573610442,82.94452834816367,82.06089570157408,99.75022922212487,49.126770507677634,61.47445968508572
221244,ADIDAS AG,3,50.33435875847313,61.089254812159,92.0656968354269,78.55504387684688,68.952516542874,86.07933698192427,95.02064034355382,50.569371970406955,50.549976334936844
221614,DEUTSCHE BAHN AG,2,10.612316329631664,59.01101926150007,63.52548861826644,68.01407433314341,31.329249611986874,17.43338844860653,97.18722021481757,42.98893355046987,27.547925259265053
221616,DEUTSCHE TELEKOM,0,44.57887254987965,52.64830331753417,77.55619146052642,76.60094952652294,74.50809013071958,87.58545150981739,96.41464971845825,49.34584884935505,47.197518155718925
222247,SOFTWARE GMBH,1,28.707170334759642,38.04228403169892,53.35297981952611,85.26311937294352,67.98357083389219,79.25149513717031,98.03918710057253,48.52621497630753,37.81517250262182
222340,DUERR AG,3,52.669109529053884,60.15637160551031,82.61493819027098,73.99492103923025,87.04846453738304,97.50198279973131,92.71984832761262,48.39275085992836,53.555679917254096
223089,HORNBACH-BAUMARKT AG,2,48.14013628597973,54.74802326253197,90.83465644524843,84.18877088148652,77.66254928646192,80.64710814432074,86.07419932465649,53.171771673453165,50.27391864801623
225236,UNITED INTERNET AG,3,62.76960320415994,84.2963176252828,76.86780160914392,86.94163778299139,76.4495336725466,85.54746420350286,95.20162874319732,47.48996938415976,62.12869863590167
231016,MORPHOSYS AG,4,0.49245995975075424,3.508950967156706,32.59820786984614,58.17104800559161,43.15261325407553,2.739368234266522,26.00576066928035,48.689190096668305,13.188770966002133
231081,GFK SE,3,74.21448529154596,88.25987319733359,97.87008461034118,87.38053733583462,82.67312758231246,87.35148856335917,98.66481092054323,49.68451602009265,68.47679162701543
232623,EVOTEC SE,2,26.759239107423937,52.201837624099156,71.9147632814649,60.73492834779734,42.67517623348782,64.42803809060676,81.96247435448394,48.26085991968027,33.61883243759232
233025,CANCOM SE,3,50.14976067105017,64.86696552577929,93.41896610482239,83.96685602246482,62.12395310729881,85.53623767526307,94.86319973572404,48.63233302101162,50.74857594191723
234919,CTS EVENTIM AG & CO KGAA,3,47.42407743104969,62.036332345985116,69.10219319847745,74.73573300573723,82.18753048905924,77.58737048538804,93.62255876368293,47.444025334559214,51.17860031554951
238136,BECHTLE AG,3,34.5704192676788,62.61644231599628,59.45209887398004,74.50657088714749,48.02769660592943,90.94614615311308,93.05613626527605,51.81752326079615,41.006267749874944
238442,CARL ZEISS MEDITEC AG,1,59.087502875500476,73.09038767356587,71.4678869657218,88.75668414360418,81.30174285715609,91.25786581679905,98.33788373896765,49.07172069642702,59.3240085278472
241456,DEUTSCHE POST AG,3,46.178010068726984,58.29455731581975,70.62485004314344,96.82934734444012,65.72305881815814,91.75347229445252,98.55468057689379,46.74722108796145,49.671509047822475
241840,SCHULER AG,2,20.045819921418605,22.21265787846396,67.88213457139008,92.99464551305758,80.42922762075763,72.3143990733464,89.8189148380408,47.51115486334532,33.824708238679634
242158,WIRECARD AG,3,24.593223785175418,55.16692789056766,54.554504795704375,93.89058829522384,61.53915436412193,36.662314184828475,99.3975598571659,59.80262021367044,39.49060707632437
244394,MVV ENERGIE AG,2,53.16494325324085,64.22684730355456,90.4822046991275,88.25491824693114,68.81495580841514,83.49525519847816,92.99844366114098,50.19884120274491,53.25908195796264
244398,TAKKT AG,2,38.08129913166177,65.72976801539797,90.38881705596876,47.04423065105042,81.59235895423394,74.58032968213246,80.00755751576872,52.4515702315005,45.32175016398443
245628,NORDEX SE,2,50.600420454272985,77.68499109528139,70.01597935869091,66.4291886707036,77.23202976798915,83.83932179892362,91.38999389045608,48.66072734325955,54.004889733034204
245839,FRAPORT AG,3,24.733314140947826,67.42206185269633,88.28489476274612,67.02455745226568,29.03155543420763,74.85063191981372,91.91777201543519,53.90234601541281,34.434927087276115
248166,MAINOVA AG,2,48.83717605852821,71.73962847204639,72.65275803701351,76.16574792805339,64.78745763983324,90.30533006476902,84.51046181986048,49.53648628319947,51.21748955660088
248220,CAPITAL STAGE AG,0,3.3825839580905535,36.17313505826832,65.52067402756997,90.54045320215785,4.105894275069172,80.1073519742946,94.55867077510533,55.278452090050635,18.25759005636605
251958,REPOWER SYSTEMS SE,2,8.914283537250569,85.73977359484476,80.96062758908556,10.58245530737523,64.19561836268763,48.72011654884037,87.38727461508,46.98782924435208,31.401256419009847
269104,BAUER AG,2,54.92985229865458,57.408474278142805,92.739769505144,91.99658786473375,84.71156199430322,94.77483790042636,91.50196036858723,51.39240891836751,55.36002886070925
269835,BRENNTAG SE,3,46.33468499356913,70.81414313214307,83.8379339896394,85.69353614475972,53.59586338608842,85.0719767114447,94.99363445371635,49.321299022346885,49.3054357462455
270249,DIEBOLD NIXDORF AG,3,35.66368351098025,64.75893925226647,66.69208325336153,68.16992440613558,49.24238516885692,80.17279726672606,89.36140283558962,46.36344070402524,41.42061147078749
271763,LANXESS AG,2,23.509006305855458,85.23809962870656,73.18872656736303,65.35859984635069,59.92167800960579,29.457826855631037,82.6722311124503,54.27059483875045,41.97533413415943
273099,MTU AERO ENGINES AG,3,58.69322311162881,68.69101760580088,90.40586330452754,79.53048615310311,80.18122381608936,84.26304024019704,95.4679132622988,49.48487264128733,57.19572495353542
276585,WACKER CHEMIE AG,1,44.77764169206523,52.63428721029714,92.84004053163434,83.71812024431797,80.27176858787503,68.05386013491649,98.9049574457714,45.816651639394905,48.850491431498575
278310,KLOCKNER & CO SE,2,26.702037620580672,75.54957198054856,40.88442662983974,63.107121482211866,46.4054885393203,85.17047631106254,82.32784516737804,52.852732089678916,39.06226487346122
281772,SYMRISE AG,3,52.74503917712398,70.7702760591687,80.75693047020299,69.71668630349697,82.41992858179596,76.76279658168149,92.21658757528596,53.19269109591893,54.58672880030242
284636,WACKER NEUSON SE,1,48.40252397895755,60.30773294043913,65.30253825838157,88.4637359033569,85.5934384268846,80.02159961618031,98.31901520002008,47.90771245210986,53.107945534039224
284944,GERRESHEIMER GROUP,3,53.033098454816795,89.44166622379257,74.72621506195486,87.80315720306355,76.05312492551211,63.179300601470786,95.37881619440125,46.07631652968528,59.289857085818404
285715,SAF HOLLAND SE,3,50.32988889347152,65.91045690431628,67.36943697298133,87.11911302175403,72.19508214738465,88.01649011556107,98.84165095611972,52.10222308914905,52.85522056253496
287162,HAMBURGER HAFEN UND LOGISTIK,3,41.74231256231603,68.65565347614915,86.44176184184367,68.54651208001674,56.1822014357866,71.05224364331147,91.06340375771192,49.4763096442018,45.71003714352591
289333,SMA SOLAR TECHNOLOGY AG,2,35.642921741718794,44.81482636539985,64.9009214107162,87.20942105786091,79.15174649701919,68.7174361916917,87.12780601427033,46.01821099485024,43.81383805010646
295079,STROEER SE & CO KGAA,0,44.87034070612263,70.15717450152647,74.9632251041037,63.633093208894756,64.077019959741,90.46525085209754,86.48361784633283,48.27972430644961,47.954433497604974
295421,EVONIK INDUSTRIES AG,3,64.81476664595831,75.07383495596112,95.19905450385183,73.86223619031892,95.12059084541917,94.05121303712545,92.93370459910064,47.312737721268284,62.59498589542032
297185,KION GROUP AG,3,64.17510131008788,77.0190867909896,75.06379198243404,93.5218738363847,83.36730443000833,91.11163385149476,99.34428701828817,46.973233995955,62.9311409303728
297222,NORMA GROUP SE,1,54.6737334224031,63.5628084895538,71.19361275234775,84.68770029551557,92.85828502062644,90.22459972044251,99.0819348660195,49.14081889316237,56.97956784951752
313972,TELEFONICA DEUTSCHLAND,0,37.65719851659814,44.7012419819669,74.96358213505225,78.76500757528562,75.22929071175142,76.96243458727268,88.13886335084105,48.58828531459438,43.164022167323914
315541,OSRAM LICHT AG,2,0.16081266688411308,51.244992886073234,63.16549382424963,44.74492674690562,0.1797562583256413,77.65060950011159,79.6835975160309,48.59150903032098,14.8147797574077
315582,STABILUS SE,3,66.12134597787903,89.97008613441028,72.721591989347,91.82814321502823,87.50033913378631,83.34381676121637,98.58281817635601,52.378005663002504,66.75042080960445
317079,SCOUT24 SE,0,16.109679405109304,40.542045029075666,86.14511634011137,32.15898246915395,48.87191730030164,44.815225880176065,79.58086061715622,51.33747218396433,25.0989666098195
318434,ZALANDO SE,2,45.20012749784467,52.39534978681108,77.01538828157622,95.47775064132092,77.04553788812053,78.32009288866912,88.57816799918609,52.78346934935123,49.66372670385026
318452,ROCKET INTERNET SE,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
318659,HELLA GMBH & CO. KGAA,2,55.37164176320574,71.52400876345497,80.09738866529608,73.8280612945833,85.43357528567869,81.6559686867088,84.11845829664256,52.16826744231464,56.65130088028342
319665,ALLANE SE,4,19.62445939700868,51.22499331019325,70.66353450376441,91.1237893749546,51.793022685534915,40.71775116684236,40.104805422015126,49.834388206567716,34.97611476116782
319865,SILTRONIC AG,2,14.06495203778686,63.3686595393247,75.51330816089128,81.12804739594296,18.96749012894518,42.60300091721565,85.39396545498073,54.673378118070005,29.257640981915756
320124,SCHAEFFLER AG,3,49.642819631054856,65.66478170233012,95.93374253943132,60.79378239893792,93.67580185821619,86.26401179606825,82.2843578807958,49.392811240755,53.12083271151418
